ID,APAAC1_A,APAAC1_C,APAAC1_D,APAAC1_E,APAAC1_F,APAAC1_G,APAAC1_H,APAAC1_I,APAAC1_K,APAAC1_L,APAAC1_M,APAAC1_N,APAAC1_P,APAAC1_Q,APAAC1_R,APAAC1_S,APAAC1_T,APAAC1_V,APAAC1_W,APAAC1_Y,APAAC1_HB_lam1,APAAC1_HL_lam1,APAAC1_SC_lam1
Seq_115,72.7713,19.6679,54.0868,84.5721,35.4023,64.9042,46.2196,44.2528,105.2234,109.157,18.6845,45.2362,95.3895,57.037,53.1034,127.8416,47.203,48.1864,5.9004,33.4355,0.0046,0.0072,0.0048
Seq_116,30.8369,6.9632,19.8948,26.8579,20.8895,25.8632,12.9316,23.8737,27.8527,26.8579,12.9316,16.9106,27.8527,22.879,21.8843,35.8106,18.9,24.8685,4.9737,13.9263,0.0017,0.002,0.0015
Seq_117,33.6473,0.9896,13.8548,10.8859,5.9378,20.7822,13.8548,10.8859,8.9066,15.834,8.9066,4.9481,18.8029,30.6784,10.8859,11.8755,16.8237,9.8963,2.9689,10.8859,0.0037,0.0005,0.0062
Seq_118,7.9939,0.0,2.9977,2.9977,2.9977,3.997,0.9992,4.9962,7.9939,2.9977,1.9985,2.9977,1.9985,2.9977,2.9977,2.9977,5.9954,2.9977,0.0,2.9977,-0.0019,0.0035,-0.0009
Seq_119,22.7595,17.8118,22.7595,38.5922,18.8013,35.6235,13.8536,24.7386,21.7699,51.4562,15.8327,17.8118,31.6654,24.7386,29.6863,44.5294,16.8222,16.8222,3.9582,19.7909,0.0024,0.0042,0.0038
Seq_120,47.79,3.9012,14.6296,20.4814,9.7531,40.9629,13.6543,7.8025,14.6296,26.3333,5.8518,8.7778,52.6666,15.6049,20.4814,18.5308,8.7778,10.7284,0.0,7.8025,0.002,0.0016,0.0212
Seq_121,78.2806,11.8907,46.572,62.4263,21.7996,92.1531,28.7359,21.7996,37.6539,104.0438,16.8452,18.827,69.3625,42.6084,51.5264,65.3989,46.572,49.5447,1.9818,23.7814,-0.0013,0.0008,0.0096
Seq_122,1.0051,0.0,4.0205,8.0411,4.0205,3.0154,1.0051,8.0411,9.0462,11.0565,4.0205,3.0154,0.0,1.0051,4.0205,8.0411,3.0154,5.0257,0.0,2.0103,-0.0,-0.0016,-0.0035
Seq_123,67.7837,7.9746,33.8919,64.7932,25.9173,50.8378,15.9491,30.9014,31.8982,67.7837,9.9682,19.9364,29.9046,20.9332,45.8537,29.9046,34.8887,66.7869,3.9873,8.9714,-0.0027,0.0001,0.0058
Seq_124,23.7359,1.978,12.857,24.7249,18.791,13.846,4.945,20.769,44.5049,29.6699,9.89,15.824,11.868,18.791,14.835,16.813,23.7359,26.7029,0.0,4.945,-0.0003,0.005,0.0062
Seq_125,28.6561,10.8696,46.4426,43.4782,17.7865,31.6205,15.8103,55.3359,38.5375,52.3715,10.8696,35.5731,39.5256,33.5968,21.7391,74.1106,47.4308,37.5494,1.9763,20.751,0.0021,0.004,0.0057
Seq_126,6.9747,1.9928,6.9747,10.9603,0.0,6.9747,2.9892,15.9422,8.9675,19.9278,0.9964,3.9856,4.9819,9.9639,10.9603,9.9639,9.9639,6.9747,1.9928,0.9964,-0.0016,0.0007,0.0045
Seq_127,13.069,1.0053,12.0637,16.0849,7.0371,15.0796,2.0106,27.1432,16.0849,16.0849,4.0212,8.0424,5.0265,9.0477,15.0796,12.0637,16.0849,14.0743,0.0,12.0637,-0.0042,0.0018,-0.0029
Seq_128,46.6007,26.7706,33.7112,54.5328,33.7112,64.4478,19.8301,41.6432,51.5582,72.3798,24.7876,51.5582,74.3629,47.5922,36.6857,147.7342,48.5837,62.4648,5.949,30.7366,-0.0005,0.0006,0.0084
Seq_129,60.0648,1.9376,9.6879,21.3133,8.7191,31.97,2.9064,5.8127,17.4382,36.8139,3.8752,5.8127,39.7203,14.5318,13.563,28.0948,15.5006,13.563,0.0,4.8439,0.0017,0.002,0.0275
Seq_130,25.6251,11.8269,12.8125,11.8269,9.8558,35.4808,30.5529,6.8991,20.6972,34.4953,11.8269,16.7548,47.3078,11.8269,21.6827,60.1203,31.5385,16.7548,4.9279,13.7981,0.0021,0.0025,0.0098
Seq_131,4.0732,3.0549,7.128,11.2012,4.0732,19.3475,9.1646,13.2378,22.4024,11.2012,2.0366,10.1829,4.0732,8.1463,7.128,8.1463,10.1829,12.2195,2.0366,8.1463,-0.0107,-0.0061,-0.0015
Seq_132,14.1599,2.0228,22.2513,14.1599,9.1028,9.1028,7.0799,22.2513,20.2284,25.2855,9.1028,17.1941,7.0799,11.1256,12.137,10.1142,10.1142,20.2284,1.0114,6.0685,-0.0028,-0.0048,-0.0038
Seq_133,5.0284,0.0,6.0341,4.0227,2.0114,5.0284,0.0,1.0057,7.0398,12.0682,6.0341,8.0455,2.0114,10.0569,6.0341,4.0227,6.0341,10.0569,0.0,4.0227,-0.0003,-0.0018,-0.0036
Seq_134,42.4922,10.8701,17.7874,26.6812,25.693,42.4922,14.8229,29.6457,23.7166,36.5631,18.7756,39.5277,40.5159,27.6694,30.6339,59.2915,36.5631,42.4922,2.9646,14.8229,0.0039,0.0029,0.005
Seq_135,27.0939,2.007,26.0904,46.16,26.0904,49.1704,12.0417,54.1878,57.1983,53.1844,11.0383,32.1113,17.0591,18.0626,27.0939,33.1148,30.1044,34.1183,8.0278,21.073,-0.0018,-0.0021,0.0004
Seq_136,64.3866,30.7075,38.632,62.4055,23.7735,115.8959,39.6225,16.8396,32.6886,88.1601,20.8018,34.6697,147.5939,47.547,65.3772,126.7921,57.4527,43.5848,4.9528,33.6791,-0.0006,0.0009,0.0092
Seq_137,4.9579,8.9243,7.9327,1.9832,9.9159,2.9748,3.9664,4.9579,16.857,13.8823,2.9748,5.9495,6.9411,3.9664,4.9579,4.9579,9.9159,7.9327,0.9916,1.9832,0.0052,0.0028,0.0004
Seq_138,51.1717,6.8885,9.8407,16.7292,9.8407,19.6814,0.9841,4.9204,14.7611,27.554,1.9681,10.8248,40.3469,16.7292,24.6018,20.6655,9.8407,14.7611,1.9681,14.7611,0.006,0.0027,0.0072
Seq_139,95.5512,19.9065,62.7054,106.4997,34.8364,107.4951,26.8738,99.5325,121.4296,109.4857,28.8644,57.7288,76.64,94.5558,68.6774,58.7241,87.5886,95.5512,36.827,38.8177,-0.0009,0.0014,0.0042
Seq_140,17.995,7.9978,28.992,32.9909,24.9931,22.9937,15.9956,35.9901,35.9901,59.9834,7.9978,26.9925,26.9925,35.9901,25.9928,49.9862,34.9903,30.9914,11.9967,18.9948,-0.0003,0.0019,-0.0013
Seq_141,27.3475,10.1287,36.4633,35.4504,27.3475,21.2702,14.1802,35.4504,39.5019,52.6692,17.2188,16.2059,25.3217,24.3088,19.2445,39.5019,26.3346,24.3088,1.0129,18.2316,-0.0065,-0.0048,-0.0016
Seq_142,24.5279,5.8867,37.2823,40.2257,20.6034,25.509,12.7545,27.4712,19.6223,38.2634,11.7734,28.4523,31.3956,53.9613,45.1312,85.3569,48.0746,28.4523,3.9245,22.5656,0.0083,0.0042,0.0064
Seq_143,17.6612,1.9624,9.8118,22.567,12.7553,17.6612,5.8871,15.6988,19.6235,28.4541,4.9059,10.7929,8.8306,2.9435,14.7176,12.7553,4.9059,17.6612,0.0,3.9247,0.0049,0.0055,0.0084
Seq_144,47.5871,19.8279,55.5183,52.5441,31.7247,44.6129,15.8624,42.6301,73.3634,71.3806,9.914,41.6387,46.5957,34.6989,44.6129,97.157,40.6473,44.6129,4.957,18.8366,0.0018,0.0057,0.0011
Seq_145,18.2502,2.8816,19.2108,34.5794,8.6449,10.5659,2.8816,3.8422,41.3032,3.8422,5.7632,3.8422,12.487,1.9211,7.6843,10.5659,4.8027,4.8027,1.9211,6.7238,0.0072,0.0312,0.001
Seq_146,6.0507,0.0,2.0169,9.076,1.0084,5.0422,1.0084,10.0845,12.1014,9.076,1.0084,2.0169,2.0169,6.0507,3.0253,3.0253,6.0507,8.0676,1.0084,6.0507,-0.0067,0.0023,-0.0041
Seq_147,14.0469,1.0034,12.0402,14.0469,7.0235,12.0402,6.0201,11.0369,20.067,26.0871,7.0235,8.0268,2.0067,12.0402,8.0268,4.0134,8.0268,15.0503,1.0034,7.0235,-0.0049,-0.0003,0.0018
Seq_148,16.8549,2.9744,12.889,13.8805,10.9061,9.9146,3.9659,16.8549,20.8207,17.8463,3.9659,15.8634,21.8122,4.9573,16.8549,18.8378,14.8719,11.8976,7.9317,2.9744,0.0025,0.0029,0.0031
Seq_149,9.9334,0.9933,11.9201,16.8868,10.9267,15.8935,4.9667,10.9267,16.8868,18.8735,1.9867,11.9201,8.9401,6.9534,8.9401,7.9467,8.9401,11.9201,5.96,8.9401,0.0004,0.0042,0.0021
Seq_150,43.2356,30.4614,28.4962,47.1661,7.861,64.8534,14.7394,5.8958,31.444,87.4538,11.7915,10.8089,85.4885,16.7047,74.6796,56.9923,23.583,27.5135,11.7915,0.9826,0.0022,0.0055,0.0097
Seq_151,30.3546,7.8335,11.7502,17.6253,9.7918,38.1881,2.9375,8.8126,11.7502,35.2505,3.9167,5.8751,60.7092,11.7502,30.3546,33.2922,18.6044,7.8335,2.9375,7.8335,0.0057,0.0033,0.0118
Seq_152,24.6223,2.9547,21.6676,21.6676,9.8489,33.4864,7.8791,16.7432,20.6827,39.3957,18.713,28.5619,57.1238,34.4712,23.6374,65.9878,33.4864,25.6072,1.9698,10.8338,0.0035,0.0031,0.0085
Seq_153,32.7964,3.9753,20.8704,24.8458,6.9568,22.8581,9.9383,28.8211,24.8458,31.8026,7.9506,8.9445,10.9321,7.9506,33.7902,27.8272,20.8704,9.9383,3.9753,13.9136,0.0012,0.0033,0.0016
Seq_154,25.4466,0.9787,17.6169,19.5743,4.8936,11.7446,12.7233,10.7659,19.5743,21.5317,4.8936,18.5956,22.5104,9.7871,17.6169,39.1486,21.5317,20.553,1.9574,3.9149,0.0089,0.005,0.0074
Seq_155,25.6792,4.9383,15.8026,25.6792,7.9013,20.7409,8.889,14.8149,18.7656,33.5805,7.9013,4.9383,26.6669,15.8026,16.7902,36.5435,9.8766,14.8149,10.8643,9.8766,0.0008,0.0035,0.0081
Seq_156,29.799,6.9531,10.9263,13.9062,6.9531,20.8593,7.9464,8.9397,8.9397,44.6985,2.9799,6.9531,32.7789,15.8928,17.8794,28.8057,25.8258,11.9196,2.9799,5.9598,0.0008,0.0004,0.0055
Seq_157,24.6751,13.818,30.5971,49.3501,23.6881,30.5971,11.844,21.714,60.2071,49.3501,7.896,24.6751,26.6491,16.779,34.5451,60.2071,33.5581,29.6101,9.87,12.831,0.0041,0.005,0.0039
Seq_158,51.1479,6.8853,21.6395,19.6723,19.6723,29.5084,10.8198,5.9017,21.6395,23.6067,11.8034,13.7706,43.279,10.8198,22.6231,21.6395,19.6723,22.6231,3.9345,10.8198,0.0008,0.0016,0.0139
Seq_159,50.0377,2.9434,11.7736,9.8113,5.8868,22.566,15.6981,5.8868,13.7358,23.5472,16.6792,8.8302,54.9434,13.7358,17.6604,37.283,22.566,16.6792,1.9623,16.6792,0.0044,0.0008,0.0137
Seq_160,21.2618,12.5638,2.8993,9.6645,6.7651,15.4631,5.7987,6.7651,13.5302,13.5302,4.8322,9.6645,15.4631,4.8322,11.5973,20.2953,7.7316,7.7316,0.9664,0.0,0.0068,0.004,0.0228
Seq_161,15.1034,3.0207,11.0758,14.0965,13.0896,15.1034,9.062,13.0896,11.0758,12.0827,2.0138,10.0689,10.0689,4.0276,16.1103,18.1241,10.0689,12.0827,4.0276,12.0827,-0.0057,-0.0033,0.0021
Seq_162,14.7785,0.0,10.8376,19.7047,12.8081,5.9114,9.8524,25.6161,20.6899,23.6457,4.9262,9.8524,11.8228,15.7638,7.8819,8.8671,7.8819,7.8819,7.8819,6.8966,0.0084,0.0054,0.001
Seq_163,20.9819,0.9991,15.9862,23.9793,10.9905,10.9905,7.9931,9.9914,11.9896,27.9758,3.9965,5.9948,12.9888,12.9888,21.981,18.9836,14.987,18.9836,2.9974,12.9888,-0.0025,-0.0027,0.0061
Seq_164,23.638,0.9849,6.8944,18.7134,7.8793,15.7587,2.9548,11.819,11.819,22.6531,5.9095,3.9397,10.8341,7.8793,10.8341,7.8793,8.8643,16.7436,0.0,3.9397,0.004,0.0041,0.006999999999999999
Seq_165,17.0336,1.002,9.0178,9.0178,5.0099,19.0376,5.0099,11.0218,4.0079,18.0356,2.004,5.0099,10.0198,5.0099,11.0218,7.0138,12.0237,7.0138,2.004,6.0119,-0.0021,-0.0069,0.0071
Seq_166,50.1108,4.0089,40.0886,86.1906,29.0643,49.1086,11.0244,64.1418,81.1795,64.1418,10.0222,17.0377,38.0842,14.031,50.1108,28.0621,26.0576,55.1219,10.0222,45.0997,-0.0005,0.0012,-0.0029
Seq_167,54.1844,5.0171,47.1605,78.2664,32.1093,53.181,12.041,53.181,77.263,63.2152,10.0342,15.0512,35.1195,13.0444,58.1981,22.0751,34.1161,59.2015,10.0342,45.1537,-0.0015,0.0013,-0.0032
Seq_168,44.2405,4.0219,38.2077,88.4811,27.1476,50.2733,14.0765,71.3882,82.4483,67.3663,10.0547,19.1039,36.1968,15.082,45.246,25.1367,31.1695,52.2843,11.0601,46.2515,-0.0022,0.0002,-0.0035
Seq_169,12.9474,0.996,17.9272,7.9677,10.9555,13.9434,4.9798,19.9191,12.9474,20.9151,6.9717,8.9636,4.9798,6.9717,10.9555,14.9393,13.9434,11.9515,0.0,7.9677,0.0021,0.0002,0.0018
Seq_170,152.7633,233.638,156.7571,181.7185,87.8639,205.6813,68.8933,94.853,107.8329,227.6473,55.9134,97.8484,175.7277,132.7943,141.7803,206.6798,151.7649,224.6519,25.9598,77.8793,-0.002,-0.0009,0.0045
Seq_171,29.8938,4.9823,25.9079,21.9221,11.9575,25.9079,17.9363,14.9469,23.915,35.8725,16.9398,21.9221,52.8123,22.9186,22.9186,45.8371,33.8796,20.9256,8.9681,23.915,-0.0009,0.0009,0.0036
Seq_172,37.0494,5.0067,15.02,20.0267,9.012,15.02,9.012,8.0107,10.0134,70.0935,5.0067,17.0227,13.0174,29.0388,23.0307,14.0187,16.0214,16.0214,7.0094,5.0067,0.0002,0.0015,-0.0031
Seq_173,11.872,0.9893,10.8827,11.872,10.8827,8.904,5.936,16.8187,20.776,8.904,2.968,10.8827,9.8933,11.872,8.904,16.8187,9.8933,8.904,0.9893,14.84,0.0035,0.0065,0.0006
Seq_174,26.0328,1.0013,19.024,24.0303,10.0126,19.024,3.0038,39.0492,39.0492,34.0429,7.0088,25.0315,15.0189,7.0088,18.0227,13.0164,12.0151,28.0353,0.0,15.0189,-0.0005,-0.0018,0.001
Seq_175,60.0874,10.0146,40.0583,63.0918,25.0364,60.0874,24.035,36.0524,52.0757,61.0889,14.0204,22.032,30.0437,25.0364,38.0554,25.0364,32.0466,44.0641,18.0262,25.0364,-0.0016,-0.0002,0.0003
Seq_176,32.9754,7.994,12.9903,14.9888,13.9896,19.9851,3.997,6.9948,15.9881,22.9828,4.9963,12.9903,13.9896,9.9925,17.9866,17.9866,12.9903,10.9918,4.9963,7.994,-0.0004,-0.0004,0.0015
Seq_177,9.0603,4.0268,3.0201,12.0804,6.0402,9.0603,5.0335,8.0536,13.0871,9.0603,4.0268,5.0335,6.0402,4.0268,7.0469,8.0536,5.0335,11.0737,0.0,3.0201,-0.0072,0.0011,-0.0006
Seq_178,14.0568,1.0041,20.0812,21.0853,3.0122,13.0528,6.0244,16.065,7.0284,22.0893,7.0284,5.0203,8.0325,7.0284,21.0853,11.0447,17.069,24.0974,1.0041,2.0081,-0.0072,-0.0012,0.0044
Seq_179,15.0857,1.0057,14.08,28.16,12.0686,8.0457,4.0229,27.1543,23.1314,24.1371,8.0457,8.0457,12.0686,12.0686,12.0686,20.1143,16.0914,12.0686,0.0,22.1257,-0.0044,-0.0028,0.0015
Seq_180,19.1274,0.0,24.161,51.3421,23.1543,34.2281,10.0671,36.2415,41.275,39.2616,5.0335,12.0805,18.1207,7.047,25.1677,19.1274,12.0805,25.1677,6.0402,20.1342,-0.0046,-0.0021,-0.0
Seq_181,40.1578,4.8973,21.5481,28.4043,9.7946,16.6508,15.6714,15.6714,28.4043,37.2195,9.7946,16.6508,49.9524,33.3016,22.5276,61.7059,40.1578,38.1989,1.9589,1.9589,0.0051,0.0061,0.0094
Seq_182,2.0421,0.0,1.021,6.1262,2.0421,4.0841,0.0,2.0421,5.1052,3.0631,4.0841,3.0631,2.0421,2.0421,6.1262,4.0841,0.0,5.1052,1.021,1.021,-0.0139,-0.0014,-0.0058
Seq_183,26.2964,7.0798,42.4789,36.4105,30.3421,41.4675,10.114,45.5131,65.7411,44.5017,16.1824,17.1938,22.2508,13.1482,20.228,24.2736,36.4105,32.3649,11.1254,38.4333,-0.0062,-0.0029,-0.0023
Seq_184,21.1907,0.0,22.1998,21.1907,22.1998,13.118,5.0454,35.3178,36.3269,25.227,11.0999,28.2543,12.109,10.0908,13.118,22.1998,14.1271,22.1998,5.0454,14.1271,-0.004,-0.0039,-0.0012
Seq_185,7.9679,0.0,18.9239,12.9479,9.9599,8.9639,4.98,19.9198,17.9279,16.9319,4.98,14.9399,9.9599,6.9719,10.9559,11.9519,17.9279,14.9399,1.992,8.9639,0.0022,-0.0005,0.0023
Seq_186,7.0297,1.0042,13.0552,16.0679,10.0424,16.0679,6.0255,17.0722,23.0976,29.1231,6.0255,17.0722,8.034,8.034,12.0509,13.0552,13.0552,14.0594,2.0085,7.0297,-0.0038,0.0006,-0.0011
Seq_187,2.0019,0.0,4.0038,14.0133,4.0038,4.0038,5.0047,11.0104,14.0133,13.0123,4.0038,11.0104,3.0028,4.0038,4.0038,11.0104,7.0066,7.0066,2.0019,4.0038,-0.0024,0.0031,-0.0016
Seq_188,2.9395,0.0,0.0,5.8789,0.0,1.9596,0.0,1.9596,6.8587,5.8789,3.9193,1.9596,0.0,0.9798,1.9596,4.8991,1.9596,1.9596,0.0,0.9798,0.0082,0.0112,0.0008
Seq_189,59.1087,8.8663,37.4355,26.5989,16.7475,44.3315,18.7177,14.7772,37.4355,52.2126,13.792,39.4058,41.3761,26.5989,26.5989,76.8412,40.3909,35.4652,0.9851,15.7623,0.0003,0.0007,0.0138
Seq_190,21.7978,2.9724,39.6324,47.5589,16.8438,15.853,9.9081,30.7151,35.6692,54.4946,8.9173,31.7059,29.7243,33.6876,17.8346,59.4486,24.7703,36.66,2.9724,9.9081,0.0018,0.0045,0.0028
Seq_191,35.428,7.8729,16.7299,12.7935,9.8411,22.6346,9.8411,7.8729,6.8888,26.571,4.9206,9.8411,39.3645,5.9047,32.4757,26.571,19.6822,21.6505,6.8888,4.9206,0.0052,0.002,0.0087
Seq_192,32.5627,2.9602,17.7615,24.6687,7.894,17.7615,3.947,15.788,18.7482,34.5362,4.9337,9.8675,14.8012,11.841,24.6687,27.6289,20.7217,21.7085,0.9867,4.9337,0.0043,0.0043,0.0046
Seq_193,64.6652,22.5348,31.3528,41.1506,17.636,87.2,21.5551,41.1506,32.3326,75.4427,30.373,41.1506,49.9685,65.6449,34.2921,85.2404,48.9888,45.0697,3.9191,20.5753,0.0034,0.0029,0.013999999999999999
Seq_194,13.0208,1.0016,4.0064,14.0224,11.0176,11.0176,0.0,5.008,12.0192,13.0208,3.0048,2.0032,7.0112,3.0048,10.016,5.008,4.0064,12.0192,2.0032,4.0064,-0.0048,-0.002,0.0052
Seq_195,12.72,0.9785,5.8707,20.5476,3.9138,12.72,2.9354,10.763,19.5692,17.6122,8.8061,7.8277,8.8061,12.72,3.9138,14.6769,8.8061,12.72,1.9569,3.9138,0.0092,0.0094,0.003
Seq_196,16.9834,1.998,12.9873,20.9795,10.9892,14.9853,14.9853,14.9853,23.9765,42.958,6.9932,5.9941,11.9883,16.9834,24.9756,16.9834,20.9795,18.9814,3.9961,15.9844,-0.0028,-0.0007,0.0044
Seq_197,34.4523,12.7966,25.5931,29.5305,20.6714,39.374,18.7027,28.5462,27.5618,42.3271,19.687,34.4523,35.4366,65.9515,23.6244,42.3271,26.5775,31.4992,6.8905,18.7027,0.0046,0.0045,0.0065
Seq_198,6.0053,0.0,13.0114,17.015,5.0044,7.0062,0.0,12.0106,23.0202,20.0176,5.0044,11.0097,4.0035,13.0114,6.0053,14.0123,8.007,10.0088,1.0009,5.0044,-0.0033,0.0021,0.0004
Seq_199,18.9383,1.9935,6.9773,13.9546,4.9838,5.9805,4.9838,10.9643,13.9546,14.9513,6.9773,4.9838,7.974,6.9773,9.9675,12.9578,13.9546,11.9611,0.9968,5.9805,-0.0013,0.0029,0.0016
Seq_200,42.3739,7.8835,25.6214,61.0973,18.7234,36.4613,13.7962,35.4758,43.3593,74.8934,14.7816,27.5923,91.6459,35.4758,45.3302,90.6604,35.4758,32.5195,9.8544,8.869,0.0034,0.0043,0.0069
Seq_201,14.8968,4.9656,13.9037,9.9312,5.9587,15.8899,3.9725,5.9587,7.9449,25.8211,6.9518,2.9794,6.9518,9.9312,13.9037,16.883,6.9518,7.9449,2.9794,7.9449,-0.0027,0.0004,0.0091
Seq_202,12.8634,0.0,7.9159,14.8424,1.979,2.9685,5.9369,6.9264,14.8424,14.8424,4.9475,6.9264,0.9895,10.8844,12.8634,6.9264,5.9369,9.8949,3.958,2.9685,0.0071,0.0033,0.0002
Seq_203,20.879,2.9827,23.8617,22.8675,9.9424,12.9251,7.9539,21.8732,14.9136,20.879,8.9481,5.9654,4.9712,13.9193,18.8905,10.9366,11.9309,6.9597,0.9942,12.9251,-0.0003,0.0022,0.0039
Seq_204,121.9677,11.9968,82.9781,107.9714,36.9902,99.9736,22.9939,71.981,70.9812,123.9672,29.9921,40.9892,59.9841,50.9865,105.972,55.9852,70.9812,105.972,9.9974,33.991,-0.0026,-0.0006,0.0035
Seq_205,29.5715,2.9572,7.8857,17.7429,9.8572,39.4287,5.9143,6.9,14.7858,29.5715,9.8572,12.8143,47.3144,10.8429,10.8429,34.5001,17.7429,12.8143,3.9429,19.7143,-0.0002,-0.001,0.0154
Seq_206,15.8705,1.9838,10.911,10.911,4.9595,15.8705,3.9676,11.9029,12.8948,22.8139,5.9514,6.9434,5.9514,6.9434,20.8301,8.9272,9.9191,8.9272,1.9838,2.9757,0.0024,0.0034,0.0023
Seq_207,26.0107,1.0004,30.0123,27.0111,8.0033,27.0111,7.0029,22.009,15.0062,35.0144,3.0012,11.0045,19.0078,8.0033,18.0074,25.0103,25.0103,33.0136,1.0004,9.0037,-0.0026,-0.0027,0.0049
Seq_208,6.9708,7.9667,12.9458,11.95,6.9708,14.9375,3.9833,15.9334,22.9042,11.95,2.9875,13.9417,5.975,1.9917,9.9583,8.9625,9.9583,12.9458,1.9917,3.9833,0.0028,0.0022,-0.0009
Seq_209,7.0347,4.0198,8.0397,13.0645,6.0298,12.0595,5.0248,3.0149,19.0942,21.1041,5.0248,12.0595,3.0149,10.0496,6.0298,7.0347,5.0248,4.0198,1.005,6.0298,-0.0031,-0.0007,-0.0012
Seq_210,31.5506,4.9298,18.7332,32.5365,17.7472,25.6348,18.7332,27.6068,18.7332,44.368,4.9298,14.7893,15.7753,11.8315,23.6629,25.6348,17.7472,25.6348,4.9298,12.8174,0.0027,0.0023,0.0091
Seq_211,22.8138,1.9838,17.8543,27.7734,10.911,21.8219,10.911,28.7653,28.7653,35.7086,13.8867,15.8705,15.8705,14.8786,11.9029,28.7653,18.8462,18.8462,0.9919,11.9029,0.0037,0.0042,0.0002
Seq_212,21.0689,0.0,8.0263,17.0558,5.0164,20.0656,5.0164,9.0295,8.0263,11.0361,1.0033,3.0098,15.0492,12.0394,19.0624,9.0295,5.0164,11.0361,3.0098,6.0197,-0.0039,-0.0031,0.0038
Seq_213,11.8299,0.0,12.8157,23.6597,14.7873,7.8866,1.9716,8.8724,23.6597,23.6597,7.8866,4.9291,1.9716,3.9433,11.8299,6.9008,7.8866,12.8157,1.9716,7.8866,0.0047,0.0088,0.0006
Seq_214,29.5256,2.9526,26.5731,32.4782,9.8419,19.6837,11.8102,18.6996,17.7154,28.5414,9.8419,22.6363,19.6837,21.6521,31.494,49.2094,26.5731,17.7154,4.9209,11.8102,0.0044,0.0045,0.0069
Seq_215,22.6313,0.984,11.8076,13.7756,5.9038,20.6633,7.8717,11.8076,7.8717,27.5511,7.8717,2.9519,5.9038,11.8076,19.6794,11.8076,13.7756,16.7275,0.984,5.9038,0.0071,0.0035,0.0054
Seq_216,9.1165,3.0388,5.0647,9.1165,2.0259,3.0388,2.0259,9.1165,8.1035,14.1812,3.0388,3.0388,4.0518,5.0647,5.0647,9.1165,7.0906,5.0647,3.0388,4.0518,-0.0021,-0.0019,-0.009000000000000001
Seq_217,35.385,7.8633,19.6583,30.4704,14.7438,18.6754,4.9146,7.8633,13.7608,33.4192,7.8633,9.8292,33.4192,9.8292,18.6754,55.0434,24.5729,17.6925,1.9658,7.8633,0.0038,0.004,0.0093
Seq_218,13.9712,0.9979,8.9815,5.9877,4.9897,11.9753,3.9918,9.9794,12.9732,12.9732,3.9918,5.9877,2.9938,3.9918,6.9856,14.9691,12.9732,6.9856,3.9918,6.9856,-0.0006,-0.0005,0.0032
Seq_219,103.9862,14.998,95.9872,122.9836,62.9916,87.9883,45.9939,90.9879,92.9876,134.982,36.9951,44.994,70.9906,40.9945,78.9895,71.9904,77.9896,108.9855,9.9987,47.9936,-0.0017,0.001,0.0009
Seq_220,24.7032,13.8338,25.6914,18.7745,13.8338,33.5964,10.8694,13.8338,22.727,27.6676,10.8694,10.8694,19.7626,25.6914,22.727,36.5608,18.7745,19.7626,3.9525,10.8694,0.001,0.004,0.0069
Seq_221,69.1366,15.8026,34.5683,50.3709,21.7286,64.1983,28.6423,40.4943,33.5806,66.1736,14.815,29.63,117.5322,56.2969,48.3956,91.8529,46.4203,51.3586,3.9507,28.6423,0.0015,-0.0002,0.011000000000000001
Seq_222,15.8605,0.9913,9.9128,14.8692,1.9826,8.9215,3.9651,4.9564,5.9477,19.8256,3.9651,1.9826,7.9302,7.9302,19.8256,6.9389,6.9389,9.9128,3.9651,4.9564,0.0044,0.0059,-0.0016
Seq_223,28.9533,15.9743,34.9437,36.9405,22.963,29.9517,18.9694,37.9388,24.9598,45.926,23.9614,28.9533,59.9034,50.9179,37.9388,70.8857,50.9179,28.9533,5.9903,22.963,-0.0008,-0.0008,0.0032
Seq_224,66.2698,1.9782,43.5205,63.3025,25.7166,38.575,13.8474,50.4442,36.5968,75.1717,17.8038,28.6839,24.7275,32.6403,55.3897,35.6077,31.6512,42.5314,6.9237,24.7275,0.0016,0.0032,0.006
Seq_225,15.0952,1.0063,8.0508,20.127,7.0444,15.0952,7.0444,21.1333,12.0762,23.146,9.0571,10.0635,13.0825,14.0889,15.0952,21.1333,14.0889,7.0444,0.0,11.0698,-0.0051,-0.0025,0.0012
Seq_226,9.9172,3.9669,6.942,12.8924,2.9752,7.9338,4.9586,6.942,4.9586,14.8758,2.9752,7.9338,4.9586,6.942,10.9089,7.9338,6.942,5.9503,0.0,2.9752,-0.0006,0.0023,0.0065
Seq_227,13.7355,0.0,2.9433,9.8111,3.9244,5.8866,0.0,2.9433,10.7922,4.9055,1.9622,2.9433,4.9055,0.9811,5.8866,5.8866,5.8866,8.83,0.0,0.0,0.004,0.0081,0.0069
Seq_228,8.0521,2.013,13.0846,9.0586,2.013,8.0521,3.0195,13.0846,12.0781,16.1042,8.0521,8.0521,5.0326,6.0391,7.0456,7.0456,10.0651,8.0521,1.0065,3.0195,-0.0029,-0.0058,0.0022
Seq_229,31.8748,5.9765,12.9491,30.8787,4.9804,14.9413,1.9922,19.9218,22.91,30.8787,4.9804,6.9726,9.9609,4.9804,34.8631,16.9335,9.9609,20.9178,1.9922,9.9609,0.0003,0.0022,0.0014
