CLASS,Molecular Weight,Aromaticity,Isoelectric Point,Gravy,Helix,Turn,Sheet,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
DNA,40929.1327,0.077348066,5.021690941,-0.341436464,0.287292818,0.226519337,0.306629834,6.35,3.31,4.7,10.5,3.59,5.52,1.93,5.25,4.97,10.77,3.04,4.97,4.42,2.49,5.8,7.73,5.52,4.97,1.38,2.76
DNA,34232.612,0.056603774,5.328962517,-0.679245283,0.188679245,0.311320755,0.27672956,11.64,2.83,7.86,5.97,2.52,6.92,2.52,2.2,2.83,8.49,1.57,2.83,11.64,2.83,7.86,9.75,4.09,2.52,0.31,2.83
DNA,46839.8441,0.095238095,9.089349174,-0.475689223,0.34837092700000005,0.14035087699999999,0.295739348,5.26,0.75,4.76,12.28,5.76,4.76,1.75,8.02,13.28,10.78,1.25,4.26,1.0,2.26,6.27,4.01,3.26,6.52,0.25,3.51
DNA,7666.928,0.014492753999999998,9.593362999,-0.253623188,0.260869565,0.115942029,0.362318841,15.94,0.0,7.25,10.14,1.45,5.8,1.45,14.49,10.14,7.25,2.9,0.0,2.9,0.0,11.59,2.9,2.9,2.9,0.0,0.0
DNA,34531.5391,0.082236842,6.769091988,-0.144078947,0.345394737,0.21381578899999998,0.292763158,6.58,0.33,3.29,7.89,3.62,5.26,2.96,8.22,4.93,12.17,2.63,3.95,5.92,4.61,5.92,6.25,4.93,5.92,0.33,4.28
DNA,17002.5998,0.06122449,6.314550591000001,-0.440816327,0.31972789100000004,0.163265306,0.37414966,3.4,0.68,4.76,9.52,1.36,4.76,2.04,3.4,10.2,20.41,4.08,2.72,2.72,6.12,3.4,6.12,7.48,2.04,0.68,4.08
DNA,42214.2212,0.037234043,8.788217354,-0.692287234,0.231382979,0.244680851,0.23936170199999998,8.24,1.6,5.85,6.12,2.13,2.39,2.66,7.45,6.91,7.45,2.13,6.12,5.85,7.98,6.38,10.11,4.52,4.52,0.53,1.06
DNA,30675.3084,0.095070423,9.154462242000001,-0.569014085,0.22535211300000002,0.313380282,0.24647887300000001,11.62,2.46,3.17,4.93,2.82,9.15,1.76,2.11,5.63,6.69,1.41,2.82,11.62,4.58,5.63,7.75,4.93,4.23,1.41,5.28
DNA,119446.0078,0.063088512,6.547704124,-0.239171375,0.313559322,0.224105461,0.292843691,6.03,2.17,5.18,7.72,3.11,5.27,2.45,4.99,5.46,13.37,2.17,3.58,4.8,3.67,6.87,8.76,4.52,6.69,0.94,2.26
DNA,132373.2031,0.06397306400000001,8.89407444,-0.746464646,0.236531987,0.285353535,0.244107744,6.23,1.68,4.63,7.24,3.03,5.56,3.96,3.79,9.01,9.34,1.6,3.87,8.16,4.88,4.55,10.94,4.04,4.12,0.51,2.86
DNA,47944.994,0.093896714,8.327913094,-0.473943662,0.272300469,0.25117370899999997,0.230046948,7.28,1.64,4.69,6.34,4.93,6.1,3.05,5.63,6.57,6.34,3.05,3.99,6.57,5.4,5.16,8.45,4.46,5.87,1.17,3.29
DNA,29174.2131,0.075471698,6.249583626000001,-0.642641509,0.21509434,0.21509434,0.264150943,12.83,0.38,5.28,4.15,2.26,7.92,5.28,4.15,3.4,6.04,3.4,1.89,7.17,11.7,4.15,4.53,6.42,3.77,1.13,4.15
DNA,7363.3906,0.090909091,9.754405022,-0.486363636,0.257575758,0.181818182,0.24242424199999998,12.12,0.0,4.55,4.55,4.55,6.06,1.52,7.58,12.12,4.55,3.03,4.55,3.03,4.55,4.55,4.55,9.09,4.55,0.0,4.55
DNA,55975.106,0.08686868699999999,5.840570259,-0.453939394,0.276767677,0.264646465,0.262626263,4.65,3.64,4.65,7.88,3.84,7.27,2.83,5.05,4.44,10.51,3.23,3.64,6.46,5.05,6.06,9.09,3.43,3.43,0.81,4.04
DNA,37370.5698,0.05027933,7.252166557000001,-0.625698324,0.17877095,0.346368715,0.287709497,13.69,1.12,4.19,5.87,2.79,11.73,3.91,2.23,4.19,7.54,1.68,2.51,15.08,4.47,5.87,5.31,2.51,3.07,0.0,2.23
DNA,96748.0399,0.053333333,5.838353539,-0.412,0.25,0.27555555600000003,0.29333333300000003,8.78,1.33,5.22,7.0,2.44,10.33,3.22,2.44,4.22,11.67,1.89,2.11,7.78,4.78,5.78,7.33,5.22,5.56,0.22,2.67
DNA,9224.7836,0.075949367,7.98739109,-0.065822785,0.379746835,0.17721519,0.303797468,1.27,0.0,5.06,10.13,5.06,3.8,1.27,10.13,11.39,13.92,5.06,3.8,0.0,1.27,5.06,10.13,3.8,6.33,0.0,2.53
DNA,73605.1715,0.058122205999999996,5.385517311,-0.136661699,0.305514158,0.195230999,0.314456036,10.13,1.19,5.07,9.69,3.87,7.6,2.38,4.62,4.77,10.13,1.49,2.98,4.47,3.13,6.86,4.47,5.22,9.99,0.6,1.34
DNA,38953.0999,0.069970845,9.794246483,-0.390379009,0.297376093,0.17201166199999998,0.259475219,7.0,0.58,3.79,7.29,5.54,4.08,1.46,6.12,13.12,8.75,2.92,4.66,3.5,5.54,4.37,4.96,7.0,7.87,0.0,1.46
DNA,74483.6225,0.061011905,4.965306664,-0.448363095,0.279761905,0.272321429,0.203869048,4.32,1.64,6.99,6.55,2.68,4.76,2.38,8.33,5.8,7.89,1.64,5.36,5.95,5.06,3.27,11.16,7.14,5.65,0.3,3.12
DNA,16169.5526,0.020979021,8.639488792,-0.267132867,0.321678322,0.181818182,0.272727273,4.9,1.4,4.9,7.69,0.0,4.9,2.1,11.19,6.29,13.99,0.7,2.8,3.5,6.99,7.69,6.99,6.99,4.9,1.4,0.7
DNA,24996.4735,0.086363636,8.790731621,-0.227272727,0.345454545,0.181818182,0.222727273,5.91,0.45,5.45,7.27,3.18,6.82,0.91,12.27,7.27,7.27,1.82,3.64,2.27,4.09,6.82,5.45,7.27,6.36,0.0,5.45
DNA,107066.3279,0.072154472,7.220393562000001,-0.420934959,0.25304878,0.346544715,0.203252033,4.78,2.74,3.46,5.59,3.46,6.61,2.03,4.27,5.28,7.42,2.54,5.28,7.62,4.88,3.76,15.14,4.98,6.4,0.61,3.15
DNA,35173.4884,0.040345821000000004,6.859636497,-0.197118156,0.207492795,0.314121037,0.363112392,17.87,0.58,2.88,6.34,2.59,9.51,0.86,1.73,5.19,10.95,1.15,1.73,11.82,4.32,4.03,8.36,4.61,4.03,0.0,1.44
DNA,47967.4033,0.065462754,9.470550728,-0.656207675,0.198645598,0.365688488,0.19187358899999998,5.87,2.71,2.93,2.71,2.26,8.13,7.0,1.58,4.74,7.9,2.71,3.84,10.84,2.71,4.97,13.77,7.22,3.84,1.13,3.16
DNA,19765.3651,0.08045977,9.53508358,-0.754597701,0.287356322,0.235632184,0.16091954,2.3,1.72,4.02,6.32,2.3,10.92,5.17,7.47,12.64,6.32,1.15,5.75,2.3,4.6,4.02,4.6,5.75,6.9,1.15,4.6
DNA,28352.41,0.064777328,5.992103004,-0.268825911,0.336032389,0.17408906899999999,0.251012146,5.67,0.81,8.91,5.67,3.64,3.64,2.83,8.91,8.1,10.12,3.64,6.88,2.83,4.45,4.86,4.05,4.05,8.1,0.4,2.43
DNA,11239.813,0.06122449,9.344515037999999,-0.530612245,0.295918367,0.193877551,0.275510204,5.1,0.0,6.12,4.08,2.04,5.1,0.0,1.02,7.14,12.24,6.12,8.16,2.04,10.2,6.12,4.08,6.12,10.2,0.0,4.08
DNA,64463.3652,0.074450085,8.996321297,-0.313874788,0.260575296,0.311336717,0.21319797,7.28,1.86,3.05,4.57,4.4,7.28,2.54,5.08,4.06,6.26,3.21,6.77,6.94,4.74,5.25,10.15,6.26,7.28,0.51,2.54
DNA,66218.4846,0.09433962300000001,9.157363319,-0.348885077,0.33619211,0.22469982800000002,0.23499142399999998,4.63,0.34,4.46,7.89,4.46,8.4,2.06,9.26,9.78,9.09,1.89,5.49,2.92,3.09,4.63,5.66,5.15,5.83,1.37,3.6
DNA,117903.1886,0.056962025,6.982295036,-0.702531646,0.192585895,0.387884268,0.215189873,5.88,2.8,3.53,5.7,2.17,10.58,3.62,1.54,2.98,8.05,1.9,3.16,13.47,4.34,5.97,11.57,5.24,3.98,0.45,3.07
DNA,14804.4758,0.1015625,9.464684105,-0.1875,0.3125,0.1640625,0.1875,3.91,7.03,6.25,1.56,7.81,2.34,3.12,3.91,13.28,10.94,2.34,4.69,5.47,3.12,3.91,3.91,7.81,6.25,0.78,1.56
DNA,34917.2948,0.083333333,9.461267281,-0.464814815,0.23148148100000002,0.287037037,0.305555556,16.05,2.16,3.09,5.25,3.09,6.17,0.31,1.54,4.63,8.64,0.62,3.4,12.65,5.25,7.72,6.48,3.09,4.63,0.62,4.63
DNA,162039.9505,0.07735191599999999,8.880600548,-0.498466899,0.290592334,0.210452962,0.238327526,6.69,1.39,4.39,7.46,2.44,7.53,1.88,6.97,8.5,7.67,2.02,4.04,5.37,6.62,4.81,4.11,6.13,6.69,2.58,2.72
DNA,64110.2435,0.100900901,7.252734947,-0.433693694,0.32972973,0.22882882899999998,0.214414414,3.24,1.44,5.23,5.95,4.5,4.14,2.88,6.49,6.49,10.81,1.44,4.86,4.86,6.49,4.68,9.01,6.31,5.59,2.16,3.42
DNA,57619.5053,0.091089109,5.610486031000001,-0.308118812,0.310891089,0.2,0.25940594100000003,5.35,1.98,7.13,6.93,5.35,4.16,2.77,6.93,7.72,10.3,3.37,3.17,4.95,4.75,3.76,7.72,5.15,4.75,0.2,3.56
DNA,70707.7155,0.077046549,5.592695427000001,-0.8964687,0.231139647,0.27929374,0.18780096300000002,4.01,0.96,6.1,6.58,3.37,4.17,2.09,4.49,3.21,6.26,1.93,4.65,5.14,8.83,7.38,13.96,7.87,4.65,0.64,3.69
DNA,26629.6496,0.071428571,8.431126976,-0.121008403,0.33613445399999997,0.214285714,0.31512605,7.56,0.84,4.2,9.66,5.46,7.56,2.52,6.72,8.4,12.18,2.1,4.62,3.78,1.26,6.3,5.46,2.1,7.56,0.0,1.68
DNA,94102.1547,0.066193853,8.588107491,-0.616666667,0.25531914899999997,0.27423167800000003,0.216312057,5.67,2.36,6.62,6.26,3.78,5.32,1.89,5.08,8.75,8.51,1.18,4.96,5.56,4.14,5.32,11.58,4.85,5.32,0.59,2.25
DNA,24893.4772,0.08372093,5.615942574,-1.610232558,0.14418604699999998,0.18139534899999998,0.302325581,8.84,1.4,9.3,16.74,4.19,5.12,1.4,1.86,20.0,1.86,2.79,1.86,6.05,0.93,3.72,5.12,2.33,2.33,0.93,3.26
DNA,10711.4314,0.086021505,9.30093441,-0.238709677,0.376344086,0.129032258,0.268817204,6.45,0.0,2.15,9.68,1.08,5.38,1.08,10.75,12.9,9.68,1.08,2.15,2.15,6.45,3.23,3.23,6.45,8.6,1.08,6.45
DNA,22377.8257,0.076923077,8.491533852,-0.251794872,0.343589744,0.133333333,0.312820513,7.18,0.51,6.15,7.18,3.59,6.15,3.08,5.64,10.26,13.33,3.59,4.1,1.03,6.15,4.1,2.05,4.1,7.69,0.51,3.59
DNA,28352.1777,0.088353414,9.655059242,-0.575903614,0.27710843399999996,0.269076305,0.21285140600000002,6.83,1.2,5.22,5.62,4.42,4.02,1.61,6.83,8.43,7.23,1.61,6.43,8.84,2.01,6.83,7.63,6.02,4.82,3.21,1.2
DNA,23389.1896,0.128712871,5.995854378,-0.565346535,0.33663366299999997,0.222772277,0.237623762,4.95,0.5,5.94,8.42,5.45,7.92,2.48,5.45,8.42,9.41,0.99,5.94,4.46,3.47,4.46,3.96,4.46,5.94,2.97,4.46
DNA,75706.3803,0.030259366,9.437478447,-0.63184438,0.207492795,0.319884726,0.278097983,6.34,4.47,4.18,6.92,1.15,9.51,2.16,0.86,4.61,12.82,1.73,1.59,12.54,2.45,10.95,8.36,3.46,4.03,1.73,0.14
DNA,38638.5051,0.057534247000000004,9.583434868,-0.575342466,0.202739726,0.38630137,0.243835616,8.49,2.19,3.29,4.93,2.74,10.68,0.82,2.47,3.29,9.86,1.1,1.64,16.99,3.29,8.49,9.32,5.21,2.19,0.82,2.19
DNA,54810.8229,0.045364892000000004,7.721201897,-0.668836292,0.20907297800000002,0.370808679,0.20907297800000002,4.93,0.59,4.34,4.34,1.97,6.71,1.58,3.35,4.14,7.89,3.75,5.72,11.44,6.9,4.73,13.21,6.71,5.13,0.39,2.17
DNA,40303.5803,0.070224719,9.471840096000001,-0.534831461,0.269662921,0.19943820199999998,0.27528089899999997,9.27,1.12,5.9,7.02,1.97,6.46,2.81,8.15,7.02,8.99,2.25,2.53,3.09,2.25,9.55,7.87,5.9,2.81,1.12,3.93
DNA,34088.4341,0.03525641,7.252393913,-0.759615385,0.208333333,0.301282051,0.233974359,8.33,0.32,5.77,6.41,1.6,3.85,4.17,3.53,6.41,7.05,1.6,6.09,7.37,3.21,5.77,12.82,7.05,6.73,0.64,1.28
DNA,37517.1556,0.086567164,5.8938283920000005,-0.460895522,0.27761194,0.268656716,0.280597015,7.76,1.49,4.78,7.76,2.39,6.27,2.69,4.48,5.67,10.15,2.39,1.49,8.06,4.78,5.07,11.04,2.99,4.48,3.28,2.99
DNA,33675.081,0.050955414000000004,8.168031502,-0.204140127,0.261146497,0.286624204,0.29299363100000003,9.55,2.23,3.5,4.46,2.23,6.69,2.55,2.87,2.87,14.33,0.96,2.23,10.51,5.1,5.73,9.24,8.28,3.82,0.96,1.91
DNA,66050.1312,0.081034483,9.011600304,-0.760344828,0.256896552,0.24827586199999999,0.229310345,4.31,2.41,5.34,8.62,4.14,5.34,2.07,3.79,10.52,8.62,1.38,4.31,4.66,2.93,6.03,10.52,5.86,5.17,1.72,2.24
DNA,43132.421,0.08793969800000001,8.369624137999999,-0.467839196,0.221105528,0.27638191,0.27135678399999996,13.07,1.76,5.53,5.03,5.03,7.54,2.76,1.51,5.53,6.03,3.02,3.52,11.06,2.76,5.78,5.53,5.03,5.78,1.01,2.76
DNA,39969.9737,0.066489362,9.444763373999999,-0.466755319,0.191489362,0.335106383,0.27127659600000004,13.56,0.8,3.19,2.66,1.6,6.12,4.26,1.6,3.72,6.38,4.52,2.39,14.89,3.72,4.79,10.11,6.12,4.52,0.53,4.52
DNA,20978.02,0.04040404,9.38828907,-0.311111111,0.186868687,0.318181818,0.257575758,11.11,6.57,1.52,5.05,3.54,8.08,3.03,3.54,7.07,7.07,2.53,5.05,8.08,2.53,6.06,10.61,4.04,4.04,0.51,0.0
DNA,24566.2662,0.135514019,8.361501122,-0.530841121,0.308411215,0.247663551,0.20093457899999997,7.01,1.4,5.14,6.54,6.07,7.01,4.21,6.07,5.14,5.61,0.93,4.67,4.67,1.87,7.48,8.41,4.67,5.61,1.87,5.61
DNA,28188.2914,0.11814346,6.558901405,-0.360337553,0.36286919799999995,0.15611814300000001,0.27004219399999996,6.33,0.0,4.64,8.44,5.49,2.53,4.22,10.97,8.86,10.13,2.11,4.22,5.06,6.75,3.38,3.8,3.38,3.38,3.38,2.95
DNA,31043.6351,0.100371747,5.80902462,-0.514869888,0.312267658,0.182156134,0.286245353,7.81,0.37,5.95,8.92,4.09,4.09,2.97,3.72,4.46,10.41,1.49,2.23,4.83,4.83,8.18,7.06,5.58,7.06,1.12,4.83
DNA,22085.4215,0.0591133,5.721549416,0.056650246,0.315270936,0.192118227,0.35467980299999996,11.82,0.49,3.45,9.36,3.94,7.88,1.48,5.91,5.91,11.33,2.96,1.97,5.42,3.94,5.42,3.94,4.43,8.37,0.0,1.97
DNA,17858.0045,0.078787879,5.932251549,-0.17030303,0.296969697,0.248484848,0.27878787899999996,10.3,0.61,5.45,5.45,3.03,11.52,3.03,6.67,2.42,10.91,1.21,3.03,6.06,3.03,6.67,4.24,7.27,4.24,1.21,3.64
DNA,89399.1366,0.108949416,8.421327782,-0.45616083,0.34630350200000004,0.17120622600000002,0.272373541,6.49,0.52,5.19,11.15,3.76,6.36,1.43,8.3,10.51,8.3,1.3,2.2,4.93,1.82,6.49,3.63,3.37,7.13,1.3,5.84
DNA,89780.2734,0.112258065,8.790602684,-0.48683871,0.33806451600000004,0.161290323,0.264516129,6.97,0.65,6.06,10.06,4.13,6.84,1.55,6.84,9.94,8.13,1.29,1.94,4.52,1.68,7.48,2.84,4.39,7.61,1.29,5.81
DNA,90112.0455,0.10838709699999999,7.578138161,-0.438451613,0.353548387,0.167741935,0.269677419,5.68,0.52,4.9,11.35,3.48,6.45,1.81,9.16,10.58,8.65,1.29,2.45,4.65,1.94,5.81,3.23,4.0,6.71,1.42,5.94
DNA,23821.0743,0.08962264199999999,6.201895714,-0.088679245,0.33962264200000003,0.202830189,0.231132075,6.13,0.47,8.49,3.77,5.19,6.6,2.36,9.43,6.13,9.91,3.3,4.25,2.36,3.3,5.19,7.08,6.6,5.66,0.0,3.77
DNA,309261.9244,0.06825453299999999,5.287470055,-0.207856381,0.263064344,0.24422324899999998,0.22004976899999998,5.44,8.32,5.58,6.47,3.13,7.32,2.45,3.38,3.84,8.11,1.99,3.48,6.26,4.73,5.05,7.36,5.4,8.0,0.92,2.77
DNA,54607.7696,0.092592593,7.014750099,-0.720987654,0.240740741,0.302469136,0.216049383,6.17,1.03,5.35,4.53,2.47,5.35,3.7,3.09,4.94,7.41,3.5,4.53,10.91,4.73,4.73,9.47,7.0,4.32,1.85,4.94
DNA,38703.2219,0.06122449,6.512350272999999,-0.098542274,0.335276968,0.17201166199999998,0.38483965,10.79,1.46,4.37,5.83,2.62,4.37,2.62,2.33,2.92,20.41,1.46,4.96,3.79,8.45,6.71,4.08,4.66,4.66,2.04,1.46
DNA,23958.7779,0.13106796099999998,9.242654991,-0.748058252,0.300970874,0.22815534,0.17475728199999999,5.83,0.49,5.34,5.83,5.34,4.37,2.91,8.25,10.19,4.37,1.46,5.34,4.85,5.83,4.37,8.25,4.85,4.37,0.49,7.28
DNA,39985.365,0.070621469,9.465522194,-0.175706215,0.35593220299999995,0.20338983100000002,0.257062147,7.34,0.28,5.37,6.78,2.82,5.37,0.85,11.02,11.02,9.6,1.98,7.06,4.24,1.98,5.08,3.67,3.39,7.91,0.0,4.24
DNA,79690.6826,0.096590909,6.042234992999999,-0.469460227,0.296875,0.19460227300000002,0.28125,8.52,1.42,5.68,8.95,3.55,8.52,3.41,5.11,7.39,8.66,1.99,3.12,4.26,3.55,5.4,3.55,4.55,6.25,2.56,3.55
DNA,29617.256,0.100746269,8.863065147,-0.411567164,0.253731343,0.242537313,0.28358209,12.31,2.99,4.85,5.6,5.22,7.46,1.49,2.61,5.97,8.58,1.87,4.85,5.22,3.73,6.72,6.72,4.85,4.1,1.87,2.99
DNA,14702.9417,0.06870229,9.097472191,-0.322137405,0.282442748,0.213740458,0.259541985,6.87,3.05,2.29,9.16,4.58,6.87,3.82,6.11,9.92,6.87,3.05,3.82,4.58,3.05,5.34,6.11,3.82,8.4,0.0,2.29
DNA,25343.5374,0.026548673,4.936318779,-0.278318584,0.30088495600000004,0.16371681400000002,0.283185841,6.19,0.44,8.85,9.29,1.33,5.75,2.65,7.08,3.1,9.73,3.1,2.21,3.54,3.1,9.29,4.87,7.52,10.62,0.44,0.88
DNA,32581.9368,0.12230215800000001,5.372671700000001,-0.39676259,0.34892086299999997,0.17266187100000002,0.269784173,5.4,0.36,5.04,10.07,4.32,2.88,1.44,9.71,8.27,8.63,2.88,2.88,4.32,4.32,4.32,7.19,5.76,4.32,0.0,7.91
DNA,49454.9715,0.115023474,5.7624166489999995,-0.487089202,0.34976525799999997,0.194835681,0.267605634,4.46,0.0,5.63,11.97,5.4,7.98,2.35,8.45,9.62,9.15,1.17,2.82,4.23,1.64,5.87,4.46,2.82,5.87,1.41,4.69
DNA,54536.7468,0.027722772000000003,7.748086739,-0.560792079,0.211881188,0.293069307,0.233663366,8.12,0.99,4.36,5.74,1.98,3.37,3.17,3.17,5.74,7.52,1.98,3.37,10.1,6.73,4.55,12.48,8.12,7.72,0.4,0.4
DNA,6227.1869,0.075471698,9.983719062999999,-0.764150943,0.264150943,0.245283019,0.28301886800000003,3.77,0.0,1.89,11.32,3.77,7.55,0.0,3.77,9.43,5.66,7.55,5.66,3.77,3.77,11.32,7.55,0.0,9.43,1.89,1.89
DNA,66713.2383,0.137391304,8.608801842,-0.393043478,0.347826087,0.180869565,0.21217391300000002,4.52,1.22,7.3,6.26,5.22,7.13,1.74,7.83,11.3,7.65,2.78,2.96,3.83,2.26,3.48,4.17,6.26,5.57,1.91,6.61
DNA,40665.4426,0.11680911699999999,9.045704079,-0.306837607,0.35042735,0.21367521399999997,0.222222222,5.98,0.0,6.27,5.98,6.27,3.7,1.42,9.97,10.26,7.12,3.13,7.98,3.42,2.85,3.7,6.27,3.99,6.27,1.42,3.99
DNA,25762.9694,0.094170404,5.98164463,-0.495515695,0.32735426,0.206278027,0.192825112,3.59,0.0,8.52,5.83,4.48,4.04,2.24,8.97,8.07,7.62,2.24,6.73,4.48,3.14,4.93,5.38,8.07,6.73,0.9,4.04
DNA,27293.1964,0.079831933,9.230534935,-0.426470588,0.331932773,0.22689075600000003,0.243697479,2.94,0.42,5.46,6.72,4.2,6.72,2.52,7.14,9.66,12.18,2.52,7.14,3.36,3.36,5.04,5.46,5.46,5.88,0.84,2.94
DNA,15034.0332,0.078125,6.980362511,-0.62890625,0.3203125,0.2265625,0.2578125,1.56,0.0,3.12,10.94,3.12,3.12,3.91,8.59,10.94,10.16,3.12,8.59,2.34,3.12,3.12,8.59,5.47,5.47,1.56,3.12
DNA,5115.0218,0.022222222000000003,9.521867561,-0.491111111,0.24444444399999998,0.2,0.42222222200000004,6.67,0.0,0.0,13.33,0.0,4.44,0.0,4.44,15.56,13.33,8.89,4.44,0.0,2.22,4.44,11.11,4.44,4.44,0.0,2.22
DNA,68769.7237,0.052877138,7.292920112999999,-0.56874028,0.214618974,0.31881804,0.239502333,9.33,1.4,5.91,4.2,2.64,7.0,2.95,2.33,5.91,8.24,2.18,6.22,6.53,4.2,4.2,12.13,6.38,5.6,0.16,2.49
DNA,60347.7334,0.055970149000000004,4.703847313,-0.582649254,0.285447761,0.25746268699999997,0.25,4.1,0.56,7.46,8.96,3.17,2.99,1.87,5.78,6.72,10.26,1.68,5.97,5.6,6.34,3.36,11.19,4.66,6.9,0.56,1.87
DNA,36327.8634,0.065868263,9.493243599,-0.410479042,0.23652694600000002,0.29940119800000004,0.24251497,10.78,2.4,5.09,3.89,2.99,6.89,2.99,2.4,2.1,8.08,1.5,2.99,11.98,1.8,9.88,8.08,5.99,6.59,2.1,1.5
DNA,35371.8513,0.043343652999999996,7.69568119,-0.329411765,0.269349845,0.21981424100000002,0.303405573,10.22,0.93,5.57,7.74,2.48,5.57,1.24,4.95,5.88,10.84,1.55,3.1,4.64,3.72,7.74,8.67,6.5,6.81,0.31,1.55
DNA,93852.0664,0.048974943,6.433685112,-0.329612756,0.23690205,0.30637813199999997,0.246013667,7.52,2.62,3.64,4.78,2.05,10.14,2.51,4.78,3.76,8.77,3.53,4.78,5.81,7.63,3.99,9.91,5.69,5.24,0.46,2.39
DNA,15436.8279,0.125,9.23711071,-0.125,0.345588235,0.18382352899999999,0.316176471,9.56,0.74,2.94,10.29,8.09,8.09,0.0,3.68,8.82,9.56,2.21,1.47,5.15,2.21,7.35,3.68,2.94,8.82,1.47,2.94
DNA,21821.8399,0.051020407999999996,5.740306282000001,-0.468367347,0.265306122,0.229591837,0.31122449,6.63,0.51,3.06,10.71,2.04,6.63,1.53,5.61,10.2,9.18,4.59,4.08,4.59,6.63,2.04,7.65,4.59,6.63,1.02,2.04
DNA,37505.0071,0.096875,9.64558239,-0.4409375,0.3375,0.15625,0.275,5.31,0.62,4.06,6.56,3.44,4.69,4.69,4.69,7.5,13.44,2.19,1.88,3.75,5.31,7.81,5.31,6.56,5.94,1.25,5.0
DNA,66923.6647,0.079124579,6.5528196329999995,-0.62003367,0.254208754,0.25925925899999996,0.215488215,5.89,2.19,4.38,5.05,3.54,6.73,3.2,4.88,4.71,7.24,3.37,5.89,6.06,11.28,4.04,7.24,4.55,5.39,1.18,3.2
DNA,20763.4536,0.061111110999999996,5.756903267,-0.737777778,0.29444444399999997,0.2,0.26666666699999997,3.33,0.0,7.22,9.44,2.78,3.89,0.0,6.67,12.78,11.11,2.78,6.11,2.22,7.22,3.33,7.78,4.44,5.56,0.56,2.78
DNA,20315.2207,0.066298343,8.815036201,-0.286187845,0.27624309399999997,0.17679558,0.303867403,10.5,1.1,3.87,7.73,2.76,3.31,2.76,6.08,7.73,8.29,3.87,2.76,4.42,3.87,5.52,7.18,7.73,6.63,0.55,3.31
DNA,84281.7841,0.049803408,7.996029854,-0.615989515,0.239842726,0.327653997,0.256880734,5.64,1.05,3.41,8.13,2.49,4.85,1.83,4.72,5.77,9.96,1.97,3.67,12.19,4.72,6.03,12.06,4.72,4.33,1.31,1.18
DNA,21746.587,0.087628866,6.085091591,-0.292268041,0.293814433,0.221649485,0.298969072,7.73,2.58,7.22,5.15,3.09,8.25,2.06,3.09,4.12,13.4,3.61,1.55,3.61,5.15,7.22,8.76,3.61,4.12,1.55,4.12
DNA,17933.3086,0.059602649,9.451597023,-0.866225166,0.271523179,0.119205298,0.317880795,8.61,0.0,5.3,9.93,1.32,1.99,3.97,4.64,9.93,9.93,3.31,4.64,0.66,7.28,8.61,4.64,3.97,6.62,2.65,1.99
DNA,29935.4484,0.09338521400000001,5.118260384,-0.598054475,0.287937743,0.13618677,0.287937743,8.17,1.17,9.34,8.95,3.89,5.06,3.11,8.56,5.84,8.17,3.5,2.33,1.95,5.45,7.39,4.28,4.67,2.72,0.39,5.06
DNA,146511.539,0.061503417000000005,6.046270561,-0.342520881,0.290812453,0.195140471,0.29157175399999996,9.26,0.91,6.3,8.2,2.81,7.59,1.75,5.47,5.39,9.42,2.28,3.11,4.56,3.87,8.05,4.25,5.39,8.05,0.76,2.58
DNA,37139.4433,0.097142857,7.009293556,-0.447428571,0.24,0.38857142899999997,0.251428571,8.57,0.86,2.29,5.14,2.86,11.43,1.71,2.0,4.29,8.57,2.86,3.71,13.71,3.14,3.14,10.0,5.14,3.71,1.14,5.71
DNA,21766.0084,0.051813472,10.09705448,-0.422279793,0.27979274600000004,0.196891192,0.29015544,8.29,1.04,5.7,5.7,2.59,8.29,2.07,6.22,6.74,11.92,3.11,3.63,3.11,3.63,10.88,4.66,5.18,4.66,1.04,1.55
DNA,37919.1052,0.051428571,4.621260262,-0.203428571,0.308571429,0.23428571399999998,0.26,7.43,0.29,8.57,7.71,2.29,7.71,2.0,6.29,4.29,10.0,0.86,3.14,5.43,2.29,5.14,7.14,7.14,9.43,0.29,2.57
DNA,21437.5083,0.068421053,9.054600716,-0.514210526,0.284210526,0.23157894699999998,0.178947368,3.68,4.21,6.84,6.32,3.68,7.89,2.11,8.42,12.11,6.32,1.58,7.37,3.16,1.05,5.26,4.74,5.26,6.84,1.05,2.11
DNA,18143.5211,0.082802548,8.79795208,-0.866242038,0.261146497,0.21656051,0.29299363100000003,4.46,2.55,5.1,8.28,3.82,7.64,3.18,1.91,12.1,13.38,3.18,7.64,1.91,6.37,3.82,4.46,3.18,2.55,0.64,3.82
DNA,45610.4891,0.089108911,6.097482491,-0.183168317,0.334158416,0.205445545,0.284653465,7.92,1.24,4.7,8.17,4.46,6.44,4.7,6.93,4.7,11.14,1.24,3.71,3.96,2.97,5.94,6.44,4.46,6.44,1.24,3.22
DNA,40487.0597,0.066298343,6.154094123999999,-0.299171271,0.298342541,0.229281768,0.279005525,6.35,0.55,4.97,7.73,3.04,6.08,3.04,8.01,8.01,9.94,3.87,4.42,4.42,4.14,3.31,8.01,5.25,5.25,0.28,3.31
