ID,PAAC1_A,PAAC1_C,PAAC1_D,PAAC1_E,PAAC1_F,PAAC1_G,PAAC1_H,PAAC1_I,PAAC1_K,PAAC1_L,PAAC1_M,PAAC1_N,PAAC1_P,PAAC1_Q,PAAC1_R,PAAC1_S,PAAC1_T,PAAC1_V,PAAC1_W,PAAC1_Y,PAAC1_lam1
Seq_126,6.3576,1.8165,6.3576,9.9905,0.0,6.3576,2.7247,14.5317,8.1741,18.1646,0.9082,3.6329,4.5412,9.0823,9.9905,9.0823,9.0823,6.3576,1.8165,0.9082,0.0918
Seq_127,11.694,0.8995,10.7945,14.3927,6.2968,13.4931,1.7991,24.2876,14.3927,14.3927,3.5982,7.1963,4.4977,8.0959,13.4931,10.7945,14.3927,12.5936,0.0,10.7945,0.1005
Seq_128,43.5484,25.0172,31.5031,50.9609,31.5031,60.2265,18.5312,38.9156,48.1812,67.639,23.1641,48.1812,69.4922,44.475,34.2828,138.0578,45.4016,58.3734,5.5594,28.7234,0.0734
Seq_129,57.882,1.8672,9.3358,20.5388,8.4022,30.8082,2.8007,5.6015,16.8045,35.4761,3.7343,5.6015,38.2768,14.0037,13.0701,27.0739,14.9373,13.0701,0.0,4.6679,0.0664
Seq_130,24.2032,11.1707,12.1016,11.1707,9.3089,33.5122,28.8577,6.5163,19.5488,32.5813,11.1707,15.8252,44.6829,11.1707,20.4797,56.7845,29.7886,15.8252,4.6545,13.0325,0.0691
Seq_131,3.5839,2.6879,6.2718,9.8557,3.5839,17.0234,8.0637,11.6476,19.7113,9.8557,1.7919,8.9597,3.5839,7.1678,6.2718,7.1678,8.9597,10.7516,1.7919,7.1678,0.10400000000000001
Seq_132,12.6551,1.8079,19.8866,12.6551,8.1354,8.1354,6.3276,19.8866,18.0787,22.5984,8.1354,15.3669,6.3276,9.9433,10.8472,9.0394,9.0394,18.0787,0.9039,5.4236,0.0961
Seq_133,4.5504,0.0,5.4605,3.6403,1.8202,4.5504,0.0,0.9101,6.3706,10.921,5.4605,7.2806,1.8202,9.1008,5.4605,3.6403,5.4605,9.1008,0.0,3.6403,0.0899
Seq_134,39.7599,10.1711,16.6437,24.9655,24.0409,39.7599,13.8697,27.7395,22.1916,34.212,17.5683,36.986,37.9106,25.8902,28.6641,55.4789,34.212,39.7599,2.7739,13.8697,0.0754
Seq_135,24.3515,1.8038,23.4496,41.4877,23.4496,44.1934,10.8229,48.703,51.4087,47.801,9.921,28.861,15.3324,16.2343,24.3515,29.7629,27.0572,30.6648,7.2153,18.94,0.0981
Seq_136,60.0154,28.6227,36.0093,58.1688,22.1595,108.0278,36.9326,15.6963,30.4694,82.175,19.3896,32.316,137.5738,44.3191,60.9387,118.1842,53.5522,40.6258,4.6166,31.3927,0.0767
Seq_137,4.5956,8.272,7.3529,1.8382,9.1911,2.7573,3.6764,4.5956,15.6249,12.8675,2.7573,5.5147,6.4338,3.6764,4.5956,4.5956,9.1911,7.3529,0.9191,1.8382,0.0809
Seq_138,47.6512,6.4146,9.1637,15.5783,9.1637,18.3274,0.9164,4.5818,13.7455,25.6583,1.8327,10.0801,37.5711,15.5783,22.9092,19.2437,9.1637,13.7455,1.8327,13.7455,0.0836
Seq_139,87.2742,18.1821,57.2737,97.2744,31.8187,98.1835,24.5459,90.9106,110.911,100.0017,26.3641,52.7282,70.0012,86.3651,62.7283,53.6373,80.0013,87.2742,33.6369,35.4551,0.0909
Seq_140,16.4403,7.3068,26.4872,30.1406,22.8338,21.0071,14.6136,32.8806,32.8806,54.801,7.3068,24.6605,24.6605,32.8806,23.7471,45.6675,31.9673,28.3139,10.9602,17.3537,0.0866
Seq_141,24.4968,9.0729,32.6624,31.7552,24.4968,19.0531,12.7021,31.7552,35.3843,47.1791,15.4239,14.5166,22.6823,21.775,17.2385,35.3843,23.5895,21.775,0.9073,16.3312,0.0927
Seq_142,23.1259,5.5502,35.1513,37.9264,19.4257,24.0509,12.0255,25.901,18.5007,36.0764,11.1004,26.826,29.6011,50.8769,42.5516,80.4781,45.3267,26.826,3.7001,21.2758,0.075
Seq_143,16.4197,1.8244,9.122,20.9807,11.8587,16.4197,5.4732,14.5953,18.2441,26.4539,4.561,10.0342,8.2098,2.7366,13.6831,11.8587,4.561,16.4197,0.0,3.6488,0.0878
Seq_144,43.934,18.3058,51.2563,48.5104,29.2893,41.1881,14.6447,39.3575,67.7316,65.901,9.1529,38.4422,43.0187,32.0352,41.1881,89.6985,37.5269,41.1881,4.5765,17.3905,0.0847
Seq_145,17.3809,2.7444,18.2957,32.9323,8.2331,10.0626,2.7444,3.6591,39.3358,3.6591,5.4887,3.6591,11.8922,1.8296,7.3183,10.0626,4.5739,4.5739,1.8296,6.4035,0.0852
Seq_146,5.4045,0.0,1.8015,8.1067,0.9007,4.5037,0.9007,9.0074,10.8089,8.1067,0.9007,1.8015,1.8015,5.4045,2.7022,2.7022,5.4045,7.2059,0.9007,5.4045,0.0993
Seq_147,12.6811,0.9058,10.8695,12.6811,6.3406,10.8695,5.4348,9.9637,18.1159,23.5506,6.3406,7.2464,1.8116,10.8695,7.2464,3.6232,7.2464,13.5869,0.9058,6.3406,0.0942
Seq_148,15.4475,2.726,11.8128,12.7214,9.9954,9.0867,3.6347,15.4475,19.0822,16.3561,3.6347,14.5388,19.9908,4.5434,15.4475,17.2648,13.6301,10.9041,7.2694,2.726,0.0913
Seq_149,9.0567,0.9057,10.868,15.3963,9.9623,14.4907,4.5283,9.9623,15.3963,17.2077,1.8113,10.868,8.151,6.3397,8.151,7.2453,8.151,10.868,5.434,8.151,0.0943
Seq_150,40.025,28.1995,26.3801,43.6637,7.2773,60.0376,13.6449,5.458,29.1091,80.9598,10.9159,10.0063,79.1404,15.4642,69.1342,52.7603,21.8318,25.4705,10.9159,0.9097,0.0903
Seq_151,28.5305,7.3627,11.0441,16.5661,9.2034,35.8933,2.761,8.2831,11.0441,33.1322,3.6814,5.522,57.0611,11.0441,28.5305,31.2916,17.4865,7.3627,2.761,7.3627,0.0797
Seq_152,23.3212,2.7985,20.5226,20.5226,9.3285,31.7168,7.4628,15.8584,19.5898,37.3139,17.7241,27.0526,54.1051,32.6497,22.3883,62.5008,31.7168,24.254,1.8657,10.2613,0.0672
Seq_153,29.6772,3.5972,18.8855,22.4828,6.2952,20.6841,8.9931,26.08,22.4828,28.7779,7.1945,8.0938,9.8924,7.1945,30.5766,25.1807,18.8855,8.9931,3.5972,12.5903,0.1007
Seq_154,24.1381,0.9284,16.711,18.5678,4.6419,11.1407,12.0691,10.2123,18.5678,20.4246,4.6419,17.6394,21.353,9.2839,16.711,37.1356,20.4246,19.4962,1.8568,3.7136,0.0716
Seq_155,23.791,4.5752,14.6406,23.791,7.3203,19.2158,8.2353,13.7256,17.3857,31.1113,7.3203,4.5752,24.706,14.6406,15.5556,33.8564,9.1504,13.7256,10.0654,9.1504,0.085
Seq_156,27.6778,6.4581,10.1485,12.9163,6.4581,19.3744,7.3807,8.3033,8.3033,41.5166,2.7678,6.4581,30.4455,14.7615,16.6067,26.7552,23.9874,11.0711,2.7678,5.5356,0.0774
Seq_157,22.7901,12.7624,28.2597,45.5802,21.8785,28.2597,10.9392,20.0553,55.6078,45.5802,7.2928,22.7901,24.6133,15.4973,31.9061,55.6078,30.9945,27.3481,9.116,11.8508,0.0884
Seq_158,47.7887,6.4331,20.2183,18.3803,18.3803,27.5704,10.1091,5.5141,20.2183,22.0563,11.0282,12.8662,40.4366,10.1091,21.1373,20.2183,18.3803,21.1373,3.6761,10.1091,0.081
Seq_159,47.6276,2.8016,11.2065,9.3387,5.6032,21.4791,14.942,5.6032,13.0742,22.413,15.8759,8.4049,52.2969,13.0742,16.8097,35.4872,21.4791,15.8759,1.8677,15.8759,0.0661
Seq_160,20.5423,12.1386,2.8012,9.3374,6.5362,14.9398,5.6024,6.5362,13.0723,13.0723,4.6687,9.3374,14.9398,4.6687,11.2049,19.6085,7.4699,7.4699,0.9337,0.0,0.0663
Seq_161,13.4556,2.6911,9.8674,12.5585,11.6615,13.4556,8.0733,11.6615,9.8674,10.7645,1.7941,8.9704,8.9704,3.5882,14.3526,16.1467,8.9704,10.7645,3.5882,10.7645,0.10300000000000001
Seq_162,13.7429,0.0,10.0782,18.3239,11.9105,5.4972,9.162,23.8211,19.2401,21.9887,4.581,9.162,10.9943,14.6591,7.3296,8.2458,7.3296,7.3296,7.3296,6.4134,0.0838
Seq_163,18.9767,0.9037,14.4584,21.6876,9.9402,9.9402,7.2292,9.0365,10.8438,25.3023,3.6146,5.4219,11.7475,11.7475,19.8803,17.1694,13.5548,17.1694,2.711,11.7475,0.0963
Seq_164,21.9723,0.9155,6.4086,17.3948,7.3241,14.6482,2.7465,10.9862,10.9862,21.0568,5.4931,3.6621,10.0706,7.3241,10.0706,7.3241,8.2396,15.5637,0.0,3.6621,0.0845
Seq_165,15.3725,0.9043,8.1384,8.1384,4.5213,17.181,4.5213,9.9469,3.6171,16.2768,1.8085,4.5213,9.0426,4.5213,9.9469,6.3298,10.8512,6.3298,1.8085,5.4256,0.0957
Seq_166,44.6954,3.5756,35.7563,76.8761,25.9233,43.8015,9.833,57.2101,72.4065,57.2101,8.9391,15.1964,33.9685,12.5147,44.6954,25.0294,23.2416,49.1649,8.9391,40.2259,0.1061
Seq_167,48.1225,4.4558,41.8844,69.5103,28.5171,47.2314,10.6939,47.2314,68.6192,56.1429,8.9116,13.3674,31.1905,11.5851,51.6872,19.6055,30.2994,52.5783,8.9116,40.1021,0.1088
Seq_168,39.3368,3.5761,33.9727,78.6736,24.1385,44.7009,12.5163,63.4753,73.3095,59.8992,8.9402,16.9863,32.1847,13.4103,40.2308,22.3505,27.7146,46.4889,9.8342,41.1248,0.106
Seq_169,11.857,0.9121,16.4174,7.2966,10.0329,12.7691,4.5604,18.2416,11.857,19.1537,6.3846,8.2087,4.5604,6.3846,10.0329,13.6812,12.7691,10.945,0.0,7.2966,0.0879
Seq_170,140.4267,214.7702,144.098,167.0435,80.7683,189.0712,63.3297,87.193,99.1247,209.2633,51.398,89.9465,161.5366,122.0702,130.3306,189.989,139.5089,206.5098,23.8634,71.5901,0.0822
Seq_171,27.6088,4.6015,23.9276,20.2465,11.0435,23.9276,16.5653,13.8044,22.0871,33.1306,15.645,20.2465,48.7756,21.1668,21.1668,42.3335,31.29,19.3262,8.2826,22.0871,0.0797
Seq_172,33.6833,4.5518,13.6554,18.2072,8.1932,13.6554,8.1932,7.2829,9.1036,63.7251,4.5518,15.4761,11.8347,26.4004,20.9382,12.745,14.5657,14.5657,6.3725,4.5518,0.0896
Seq_173,10.9807,0.9151,10.0657,10.9807,10.0657,8.2355,5.4904,15.556,19.2163,8.2355,2.7452,10.0657,9.1506,10.9807,8.2355,15.556,9.1506,8.2355,0.9151,13.7259,0.0849
Seq_174,23.499,0.9038,17.1723,21.6914,9.0381,17.1723,2.7114,35.2485,35.2485,30.7294,6.3266,22.5952,13.5571,6.3266,16.2685,11.7495,10.8457,25.3066,0.0,13.5571,0.0962
Seq_175,54.0241,9.004,36.0161,56.7253,22.51,54.0241,21.6096,32.4145,46.8209,54.9245,12.6056,19.8088,27.012,22.51,34.2153,22.51,28.8128,39.6177,16.2072,22.51,0.0996
Seq_176,29.8348,7.2327,11.7531,13.5613,12.6572,18.0817,3.6163,6.3286,14.4653,20.7939,4.5204,11.7531,12.6572,9.0408,16.2735,16.2735,11.7531,9.9449,4.5204,7.2327,0.0959
Seq_177,8.1446,3.6198,2.7149,10.8595,5.4297,8.1446,4.5248,7.2396,11.7644,8.1446,3.6198,4.5248,5.4297,3.6198,6.3347,7.2396,4.5248,9.9545,0.0,2.7149,0.095
Seq_178,12.5955,0.8997,17.9936,18.8932,2.699,11.6958,5.3981,14.3949,6.2977,19.7929,6.2977,4.4984,7.1974,6.2977,18.8932,9.8965,15.2945,21.5923,0.8997,1.7994,0.1003
Seq_179,13.599,0.9066,12.6924,25.3849,10.8792,7.2528,3.6264,24.4783,20.8519,21.7585,7.2528,7.2528,10.8792,10.8792,10.8792,18.1321,14.5057,10.8792,0.0,19.9453,0.0934
Seq_180,16.9543,0.0,21.4159,45.5088,20.5236,30.3392,8.9233,32.1239,36.5855,34.8009,4.4616,10.708,16.0619,6.2463,22.3082,16.9543,10.708,22.3082,5.354,17.8466,0.1077
Seq_181,38.3687,4.6791,20.5881,27.1389,9.3582,15.909,14.9732,14.9732,27.1389,35.5613,9.3582,15.909,47.727,31.818,21.5239,58.9569,38.3687,36.4971,1.8716,1.8716,0.0642
Seq_182,1.7539,0.0,0.877,5.2617,1.7539,3.5078,0.0,1.7539,4.3848,2.6309,3.5078,2.6309,1.7539,1.7539,5.2617,3.5078,0.0,4.3848,0.877,0.877,0.12300000000000001
Seq_183,23.3247,6.2797,37.6784,32.2958,26.9132,36.7813,8.9711,40.3698,58.3119,39.4727,14.3537,15.2508,19.7363,11.6624,17.9421,21.5305,32.2958,28.7074,9.8682,34.09,0.1029
Seq_184,18.9574,0.0,19.8601,18.9574,19.8601,11.7355,4.5137,31.5956,32.4984,22.5683,9.9301,25.2765,10.8328,9.0273,11.7355,19.8601,12.6383,19.8601,4.5137,12.6383,0.0973
Seq_185,7.296,0.0,17.3279,11.8559,9.1199,8.208,4.56,18.2399,16.4159,15.5039,4.56,13.6799,9.1199,6.384,10.0319,10.9439,16.4159,13.6799,1.824,8.208,0.08800000000000001
Seq_186,6.3362,0.9052,11.7672,14.4828,9.0517,14.4828,5.431,15.3879,20.819,26.25,5.431,15.3879,7.2414,7.2414,10.8621,11.7672,11.7672,12.6724,1.8103,6.3362,0.0948
Seq_187,1.8259,0.0,3.6517,12.7811,3.6517,3.6517,4.5647,10.0423,12.7811,11.8682,3.6517,10.0423,2.7388,3.6517,3.6517,10.0423,6.3905,6.3905,1.8259,3.6517,0.0871
Seq_188,2.7566,0.0,0.0,5.5132,0.0,1.8377,0.0,1.8377,6.4321,5.5132,3.6755,1.8377,0.0,0.9189,1.8377,4.5943,1.8377,1.8377,0.0,0.9189,0.0811
Seq_189,55.6583,8.3487,35.2503,25.0462,15.7699,41.7437,17.6251,13.9146,35.2503,49.1648,12.9869,37.1055,38.9608,25.0462,25.0462,72.3558,38.0332,33.395,0.9276,14.8422,0.0724
Seq_190,20.3223,2.7712,36.9496,44.3395,15.7036,14.7798,9.2374,28.636,33.2547,50.8057,8.3137,29.5597,27.7122,31.4072,16.6273,55.4244,23.0935,34.1784,2.7712,9.2374,0.0763
Seq_191,32.8807,7.3068,15.527,11.8736,9.1335,21.0071,9.1335,7.3068,6.3935,24.6605,4.5668,9.1335,36.5341,5.4801,30.1406,24.6605,18.2671,20.0938,6.3935,4.5668,0.0866
Seq_192,30.1105,2.7373,16.4239,22.811,7.2995,16.4239,3.6498,14.599,17.3364,31.9354,4.5622,9.1244,13.6866,10.9493,22.811,25.5483,19.1612,20.0737,0.9124,4.5622,0.0876
Seq_193,61.526,21.4409,29.8308,39.1529,16.7798,82.9668,20.5087,39.1529,30.763,71.7803,28.8986,39.1529,47.5428,62.4582,32.6274,81.1024,46.6106,42.8817,3.7288,19.5764,0.0678
Seq_194,11.5952,0.8919,3.5678,12.4872,9.8113,9.8113,0.0,4.4597,10.7033,11.5952,2.6758,1.7839,6.2436,2.6758,8.9194,4.4597,3.5678,10.7033,1.7839,3.5678,0.1081
Seq_195,12.061,0.9278,5.5666,19.4832,3.7111,12.061,2.7833,10.2055,18.5554,16.6999,8.3499,7.4222,8.3499,12.061,3.7111,13.9166,8.3499,12.061,1.8555,3.7111,0.0722
Seq_196,15.37,1.8082,11.7536,18.9865,9.9453,13.5618,13.5618,13.5618,21.6989,38.8771,6.3288,5.4247,10.8494,15.37,22.603,15.37,18.9865,17.1783,3.6165,14.4659,0.0959
Seq_197,32.507,12.074,24.1481,27.8631,19.5042,37.1508,17.6467,26.9344,26.0056,39.9372,18.5754,32.507,33.4358,62.2277,22.2905,39.9372,25.0768,29.7207,6.5014,17.6467,0.0712
Seq_198,5.4529,0.0,11.8146,15.4499,4.5441,6.3617,0.0,10.9058,20.9028,18.1764,4.5441,9.997,3.6353,11.8146,5.4529,12.7234,7.2705,9.0882,0.9088,4.5441,0.0912
Seq_199,17.3468,1.826,6.3909,12.7818,4.5649,5.4779,4.5649,10.0429,12.7818,13.6948,6.3909,4.5649,7.3039,6.3909,9.1299,11.8688,12.7818,10.9558,0.913,5.4779,0.087
Seq_200,39.6887,7.3839,23.9978,57.2256,17.5369,34.1507,12.9219,33.2278,40.6117,70.1475,13.8449,25.8438,85.8384,33.2278,42.4577,84.9154,33.2278,30.4588,9.2299,8.3069,0.077
Seq_201,13.6165,4.5388,12.7088,9.0777,5.4466,14.5243,3.6311,5.4466,7.2621,23.602,6.3544,2.7233,6.3544,9.0777,12.7088,15.4321,6.3544,7.2621,2.7233,7.2621,0.0922
Seq_202,11.7295,0.0,7.2182,13.534,1.8045,2.7068,5.4136,6.3159,13.534,13.534,4.5113,6.3159,0.9023,9.925,11.7295,6.3159,5.4136,9.0227,3.6091,2.7068,0.0977
Seq_203,18.9733,2.7105,21.6838,20.7803,9.0349,11.7454,7.2279,19.8768,13.5524,18.9733,8.1314,5.4209,4.5175,12.6489,17.1663,9.9384,10.8419,6.3244,0.9035,11.7454,0.0965
Seq_204,109.9115,10.811,74.7759,97.2987,33.3338,90.0914,20.721,64.8658,63.9649,111.7133,27.0274,36.9375,54.0548,45.9466,95.4969,50.4512,63.9649,95.4969,9.0091,30.6311,0.0991
Seq_205,27.8171,2.7817,7.4179,16.6903,9.2724,37.0895,5.5634,6.4907,13.9086,27.8171,9.2724,12.0541,44.5074,10.1996,10.1996,32.4533,16.6903,12.0541,3.709,18.5448,0.0728
Seq_206,14.3608,1.7951,9.873,9.873,4.4877,14.3608,3.5902,10.7706,11.6681,20.6436,5.3853,6.2828,5.3853,6.2828,18.8485,8.0779,8.9755,8.0779,1.7951,2.6926,0.1025
Seq_207,23.6565,0.9099,27.2959,24.5663,7.2789,24.5663,6.369,20.017,13.648,31.8452,2.7296,10.0085,17.2874,7.2789,16.3776,22.7466,22.7466,30.0255,0.9099,8.1888,0.0901
Seq_208,6.3389,7.2445,11.7723,10.8667,6.3389,13.5834,3.6222,14.489,20.8279,10.8667,2.7167,12.6778,5.4334,1.8111,9.0556,8.15,9.0556,11.7723,1.8111,3.6222,0.0944
Seq_209,6.344,3.6251,7.2502,11.7816,5.4377,10.8754,4.5314,2.7188,17.2193,19.0319,4.5314,10.8754,2.7188,9.0628,5.4377,6.344,4.5314,3.6251,0.9063,5.4377,0.0937
Seq_210,29.2765,4.5745,17.3829,30.1914,16.468,23.7872,17.3829,25.617,17.3829,41.1701,4.5745,13.7234,14.6383,10.9787,21.9574,23.7872,16.468,23.7872,4.5745,11.8936,0.0851
Seq_211,21.1509,1.8392,16.5529,25.749,10.1157,20.2313,10.1157,26.6686,26.6686,33.1058,12.8745,14.7137,14.7137,13.7941,11.0353,26.6686,17.4725,17.4725,0.9196,11.0353,0.0804
Seq_212,18.7183,0.0,7.1308,15.1529,4.4567,17.8269,4.4567,8.0221,7.1308,9.8048,0.8913,2.674,13.3702,10.6962,16.9356,8.0221,4.4567,9.8048,2.674,5.3481,0.1087
Seq_213,10.8342,0.0,11.7371,21.6685,13.5428,7.2228,1.8057,8.1257,21.6685,21.6685,7.2228,4.5143,1.8057,3.6114,10.8342,6.32,7.2228,11.7371,1.8057,7.2228,0.0971
Seq_214,27.5303,2.753,24.7773,30.2833,9.1768,18.3535,11.0121,17.4359,16.5182,26.6126,9.1768,21.1066,18.3535,20.1889,29.3657,45.8839,24.7773,16.5182,4.5884,11.0121,0.0823
Seq_215,20.9591,0.9113,10.9352,12.7577,5.4676,19.1366,7.2901,10.9352,7.2901,25.5155,7.2901,2.7338,5.4676,10.9352,18.2253,10.9352,12.7577,15.4915,0.9113,5.4676,0.0887
Seq_216,8.1346,2.7115,4.5192,8.1346,1.8077,2.7115,1.8077,8.1346,7.2308,12.6539,2.7115,2.7115,3.6154,4.5192,4.5192,8.1346,6.3269,4.5192,2.7115,3.6154,0.0962
Seq_217,33.3803,7.4179,18.5446,28.7442,13.9085,17.6174,4.6362,7.4179,12.9812,31.5259,7.4179,9.2723,31.5259,9.2723,17.6174,51.925,23.1808,16.6902,1.8545,7.4179,0.0728
Seq_218,12.7161,0.9083,8.1746,5.4497,4.5414,10.8995,3.6332,9.0829,11.8078,11.8078,3.6332,5.4497,2.7249,3.6332,6.358,13.6243,11.8078,6.358,3.6332,6.358,0.0917
Seq_219,94.3409,13.6069,87.0839,111.5763,57.1488,79.827,41.7277,82.5483,84.3626,122.4618,33.5636,40.8206,64.4058,37.1921,71.6628,65.313,70.7557,98.8766,9.0712,43.542,0.0929
Seq_220,22.9144,12.8321,23.831,17.415,12.8321,31.1636,10.0823,12.8321,21.0813,25.6642,10.0823,10.0823,18.3315,23.831,21.0813,33.9134,17.415,18.3315,3.6663,10.0823,0.0834
Seq_221,64.8532,14.8236,32.4266,47.2502,20.3824,60.2208,26.8677,37.9854,31.5001,62.0738,13.8971,27.7942,110.2504,52.809,45.3972,86.1621,43.5443,48.1766,3.7059,26.8677,0.0735
Seq_222,14.3285,0.8955,8.9553,13.433,1.7911,8.0598,3.5821,4.4777,5.3732,17.9106,3.5821,1.7911,7.1643,7.1643,17.9106,6.2687,6.2687,8.9553,3.5821,4.4777,0.1045
Seq_223,26.7083,14.7356,32.2342,34.0762,21.1825,27.6293,17.4986,34.9971,23.0244,42.3649,22.1035,26.7083,55.2586,46.9698,34.9971,65.3894,46.9698,26.7083,5.5259,21.1825,0.079
Seq_224,60.7935,1.8147,39.9241,58.0714,23.5915,35.3873,12.7031,46.2757,33.5726,68.9598,16.3326,26.3136,22.6842,29.9431,50.8125,32.6652,29.0357,39.0167,6.3516,22.6842,0.0926
Seq_225,13.6281,0.9085,7.2683,18.1708,6.3598,13.6281,6.3598,19.0793,10.9025,20.8964,8.1769,9.0854,11.811,12.7195,13.6281,19.0793,12.7195,6.3598,0.0,9.9939,0.0915
Seq_226,9.1297,3.6519,6.3908,11.8686,2.7389,7.3038,4.5648,6.3908,4.5648,13.6945,2.7389,7.3038,4.5648,6.3908,10.0427,7.3038,6.3908,5.4778,0.0,2.7389,0.087
Seq_227,12.7435,0.0,2.7307,9.1025,3.641,5.4615,0.0,2.7307,10.0127,4.5512,1.8205,2.7307,4.5512,0.9102,5.4615,5.4615,5.4615,8.1922,0.0,0.0,0.0898
Seq_228,7.2638,1.8159,11.8036,8.1717,1.8159,7.2638,2.7239,11.8036,10.8957,14.5276,7.2638,7.2638,4.5399,5.4478,6.3558,6.3558,9.0797,7.2638,0.908,2.7239,0.092
Seq_229,28.514,5.3464,11.5838,27.6229,4.4553,13.3659,1.7821,17.8212,20.4944,27.6229,4.4553,6.2374,8.9106,4.4553,31.1872,15.148,8.9106,18.7123,1.7821,8.9106,0.1089
Seq_230,12.6168,0.0,4.506,6.3084,3.6048,6.3084,0.0,4.506,10.8144,4.506,0.9012,4.506,2.7036,3.6048,3.6048,3.6048,2.7036,6.3084,0.0,0.0,0.0988
Seq_231,33.3616,1.8534,20.3876,28.728,10.1938,27.8013,19.4609,12.0472,23.1678,23.1678,10.1938,14.8274,64.8697,41.702,19.4609,47.2622,31.5082,19.4609,4.6336,17.6075,0.0733
Seq_232,9.8936,0.0,16.1896,14.3907,10.7931,13.4913,6.296,14.3907,17.089,21.5861,5.3965,18.8879,3.5977,9.8936,13.4913,11.6925,8.0948,16.1896,6.296,4.4971,0.1006
Seq_233,26.3318,2.724,13.6199,17.2519,8.1719,14.5279,6.356,19.9759,9.0799,29.0558,2.724,19.9759,9.0799,9.0799,18.1599,18.1599,12.7119,13.6199,1.816,7.264,0.092
Seq_234,59.6004,6.4185,43.0956,53.1819,29.3417,46.7634,26.5909,66.0189,89.859,114.6161,15.5878,51.348,80.6897,62.3511,33.9264,62.3511,74.2712,67.8527,20.1724,44.0126,0.0831
Seq_235,10.8855,3.6285,15.4211,25.3995,20.8639,12.6997,3.6285,32.6565,47.1705,29.028,6.3499,39.9135,9.0712,10.8855,9.0712,28.1209,16.3282,16.3282,3.6285,17.2354,0.0929
Seq_236,52.0236,5.574,13.0059,12.0769,5.574,60.3846,12.0769,12.0769,13.9349,18.5799,8.3609,22.2958,12.0769,20.4379,17.6509,26.0118,21.3668,9.2899,4.645,13.9349,0.071
Seq_237,19.3522,12.9014,14.7445,25.8029,16.5876,24.8813,21.1952,12.9014,22.1167,33.1751,10.1368,23.9598,42.3904,19.3522,16.5876,43.312,18.4306,28.5675,7.3722,14.7445,0.0785
Seq_238,30.7685,7.2396,12.6694,17.1941,9.9545,20.814,11.7644,9.0496,10.8595,34.3883,4.5248,4.5248,20.814,22.6239,24.4338,23.5288,12.6694,17.1941,9.0496,8.1446,0.095
Seq_239,40.3958,20.1979,30.2969,22.0341,30.2969,44.0682,8.2628,14.6894,24.7883,59.6756,5.5085,8.2628,55.0852,23.8703,27.5426,63.348,32.133,21.116,3.6723,12.8532,0.0819
Seq_240,86.4663,10.9221,57.3408,50.0594,24.5746,63.712,28.2153,23.6645,21.8441,112.8613,14.5627,18.2034,62.8018,30.0357,60.0713,45.5086,51.8798,60.0713,19.1136,17.2933,0.0898
Seq_241,12.8014,0.0,2.7432,6.4007,1.8288,6.4007,2.7432,6.4007,18.2878,5.4863,2.7432,2.7432,5.4863,2.7432,7.3151,11.887,7.3151,7.3151,0.0,4.5719,0.0856
Seq_242,11.0084,0.0,2.7521,6.4215,1.8347,6.4215,2.7521,6.4215,19.2646,5.5042,2.7521,2.7521,5.5042,2.7521,6.4215,12.8431,8.2563,7.3389,0.0,4.5868,0.0826
Seq_243,10.9878,0.0,2.747,6.4096,1.8313,6.4096,2.747,7.3252,18.313,5.4939,2.747,2.747,5.4939,2.747,7.3252,13.7348,7.3252,6.4096,0.0,4.5783,0.0843
Seq_244,10.0406,0.0,2.7383,6.3895,1.8256,6.3895,2.7383,6.3895,17.3428,5.4767,2.7383,2.7383,5.4767,2.7383,8.215,13.6917,8.215,7.3022,0.0,4.5639,0.0872
Seq_245,9.1305,0.0,1.8261,7.3044,2.7391,5.4783,2.7391,8.2174,18.261,5.4783,2.7391,0.913,2.7391,2.7391,7.3044,16.4349,9.1305,8.2174,0.0,4.5652,0.087
Seq_246,30.6955,1.8056,10.8337,24.3759,15.3478,19.8618,2.7084,11.7365,5.4169,29.7927,7.2225,15.3478,18.0562,13.5421,27.9871,18.959,14.445,24.3759,4.514,9.0281,0.0972
Seq_247,5.4866,0.9144,6.4011,12.8022,4.5722,4.5722,0.0,9.1444,6.4011,9.1444,6.4011,8.23,2.7433,8.23,5.4866,8.23,3.6578,9.1444,0.0,4.5722,0.0856
Seq_248,2.7243,0.0,9.9891,8.1729,1.8162,6.3567,0.0,5.4486,17.2538,6.3567,4.5405,1.8162,5.4486,6.3567,7.2648,19.07,1.8162,7.2648,1.8162,1.8162,0.0919
Seq_249,5.3639,0.0,5.3639,8.0459,6.2579,3.5759,2.682,4.4699,10.7278,8.0459,4.4699,6.2579,3.5759,2.682,9.8338,6.2579,7.1519,7.1519,3.5759,6.2579,0.106
Seq_250,25.1286,9.3069,25.1286,34.4355,12.0989,14.891,8.3762,12.0989,23.2672,34.4355,3.7228,16.7524,32.5741,22.3365,24.1979,58.6333,15.8217,22.3365,1.8614,11.1683,0.0693
Seq_251,38.612,8.274,11.032,19.306,16.548,24.822,15.6287,6.4353,18.3867,43.2087,10.1127,11.9513,44.128,16.548,24.822,36.7734,17.4673,20.2254,8.274,3.6773,0.0807
Seq_252,12.833,0.0,2.7499,5.4999,1.8333,4.5832,2.7499,8.2498,19.2495,5.4999,2.7499,3.6666,3.6666,2.7499,6.4165,10.9997,9.1665,5.4999,0.0,4.5832,0.0834
