ID,PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_TN,PCP_SM,PCP_LR
Seq_168,0.182,0.163,0.655,0.156,0.475,0.413,0.046,0.108,0.163,0.182,0.655,0.455,0.253,0.319,0.072,0.018,0.159,0.386,0.614
Seq_169,0.137,0.123,0.741,0.212,0.486,0.401,0.024,0.09,0.123,0.137,0.741,0.491,0.203,0.358,0.137,0.038,0.203,0.476,0.524
Seq_170,0.113,0.121,0.766,0.286,0.445,0.385,0.063,0.068,0.121,0.113,0.766,0.509,0.211,0.369,0.128,0.103,0.284,0.572,0.428
Seq_171,0.134,0.099,0.767,0.272,0.451,0.372,0.109,0.093,0.099,0.134,0.767,0.477,0.288,0.364,0.165,0.045,0.22,0.541,0.459
Seq_172,0.122,0.102,0.776,0.201,0.525,0.464,0.038,0.061,0.102,0.122,0.776,0.542,0.21,0.318,0.087,0.029,0.207,0.431,0.569
Seq_173,0.175,0.112,0.714,0.267,0.393,0.32,0.049,0.131,0.112,0.175,0.714,0.403,0.277,0.345,0.131,0.019,0.189,0.437,0.563
Seq_174,0.169,0.121,0.709,0.136,0.503,0.455,0.042,0.071,0.121,0.169,0.709,0.486,0.282,0.266,0.071,0.023,0.167,0.446,0.554
Seq_175,0.162,0.146,0.692,0.166,0.494,0.413,0.043,0.097,0.146,0.162,0.692,0.469,0.236,0.348,0.081,0.034,0.22,0.459,0.541
Seq_176,0.142,0.104,0.754,0.213,0.493,0.403,0.052,0.101,0.104,0.142,0.754,0.496,0.243,0.332,0.116,0.049,0.295,0.534,0.466
Seq_177,0.191,0.115,0.695,0.183,0.473,0.397,0.046,0.069,0.115,0.191,0.695,0.473,0.275,0.313,0.099,0.061,0.229,0.458,0.542
Seq_178,0.15,0.181,0.668,0.168,0.478,0.429,0.035,0.027,0.181,0.15,0.668,0.5,0.208,0.394,0.124,0.035,0.173,0.5,0.5
Seq_179,0.14,0.151,0.709,0.255,0.424,0.353,0.043,0.122,0.151,0.14,0.709,0.457,0.212,0.353,0.129,0.032,0.158,0.381,0.619
Seq_180,0.178,0.176,0.646,0.136,0.481,0.401,0.042,0.115,0.176,0.178,0.646,0.43,0.249,0.345,0.073,0.012,0.169,0.383,0.617
Seq_181,0.135,0.101,0.764,0.287,0.444,0.4,0.101,0.028,0.101,0.135,0.764,0.501,0.269,0.408,0.206,0.03,0.25,0.586,0.414
Seq_182,0.208,0.132,0.66,0.132,0.472,0.34,0.038,0.075,0.132,0.208,0.66,0.396,0.302,0.321,0.075,0.075,0.189,0.396,0.604
Seq_183,0.165,0.136,0.699,0.205,0.464,0.365,0.038,0.137,0.136,0.165,0.699,0.468,0.233,0.334,0.104,0.04,0.17,0.43,0.57
Seq_184,0.154,0.123,0.724,0.171,0.473,0.365,0.034,0.117,0.123,0.154,0.724,0.476,0.268,0.291,0.103,0.031,0.16,0.439,0.561
Seq_185,0.152,0.143,0.704,0.206,0.43,0.354,0.045,0.094,0.143,0.152,0.704,0.471,0.265,0.35,0.135,0.022,0.13,0.475,0.525
Seq_186,0.172,0.122,0.706,0.176,0.458,0.382,0.034,0.08,0.122,0.172,0.706,0.45,0.277,0.332,0.109,0.029,0.155,0.429,0.571
Seq_187,0.18,0.141,0.68,0.203,0.391,0.312,0.023,0.078,0.141,0.18,0.68,0.414,0.289,0.344,0.141,0.031,0.133,0.383,0.617
Seq_188,0.2,0.133,0.667,0.2,0.422,0.333,0.0,0.022,0.133,0.2,0.667,0.422,0.244,0.356,0.156,0.089,0.222,0.356,0.644
Seq_189,0.131,0.101,0.768,0.266,0.44,0.39,0.065,0.053,0.101,0.131,0.768,0.448,0.258,0.398,0.185,0.036,0.299,0.605,0.395
Seq_190,0.119,0.164,0.716,0.246,0.41,0.356,0.056,0.056,0.164,0.119,0.716,0.433,0.235,0.416,0.159,0.022,0.188,0.494,0.506
Seq_191,0.15,0.09,0.76,0.198,0.533,0.467,0.12,0.066,0.09,0.15,0.76,0.548,0.299,0.317,0.141,0.039,0.281,0.608,0.392
Seq_192,0.149,0.133,0.718,0.214,0.474,0.43,0.046,0.043,0.133,0.149,0.718,0.492,0.226,0.378,0.152,0.025,0.254,0.52,0.48
Seq_193,0.103,0.084,0.813,0.282,0.483,0.423,0.058,0.049,0.084,0.103,0.813,0.465,0.208,0.418,0.156,0.062,0.302,0.554,0.446
Seq_194,0.162,0.132,0.706,0.125,0.566,0.449,0.051,0.125,0.132,0.162,0.706,0.522,0.228,0.301,0.066,0.029,0.221,0.434,0.566
Seq_195,0.138,0.138,0.724,0.214,0.469,0.393,0.046,0.051,0.138,0.138,0.724,0.454,0.224,0.393,0.122,0.051,0.214,0.444,0.556
Seq_196,0.2,0.106,0.694,0.228,0.447,0.378,0.038,0.097,0.106,0.2,0.694,0.472,0.256,0.325,0.119,0.028,0.159,0.381,0.619
Seq_197,0.12,0.094,0.786,0.285,0.443,0.362,0.061,0.079,0.094,0.12,0.786,0.443,0.239,0.392,0.118,0.056,0.221,0.483,0.517
Seq_198,0.161,0.167,0.672,0.222,0.389,0.328,0.022,0.061,0.167,0.161,0.672,0.394,0.244,0.4,0.122,0.028,0.15,0.406,0.594
Seq_199,0.16,0.116,0.724,0.232,0.464,0.392,0.044,0.066,0.116,0.16,0.724,0.519,0.232,0.337,0.149,0.05,0.221,0.475,0.525
Seq_200,0.136,0.115,0.748,0.237,0.474,0.417,0.122,0.05,0.115,0.136,0.748,0.484,0.295,0.379,0.168,0.03,0.236,0.519,0.481
Seq_201,0.134,0.124,0.742,0.242,0.485,0.402,0.036,0.088,0.124,0.134,0.742,0.464,0.186,0.381,0.124,0.062,0.273,0.474,0.526
Seq_202,0.225,0.152,0.623,0.179,0.397,0.325,0.007,0.06,0.152,0.225,0.623,0.417,0.278,0.331,0.086,0.033,0.152,0.364,0.636
Seq_203,0.163,0.183,0.654,0.206,0.424,0.346,0.019,0.093,0.183,0.163,0.654,0.432,0.206,0.377,0.089,0.047,0.187,0.397,0.603
Seq_204,0.152,0.145,0.703,0.17,0.502,0.443,0.046,0.062,0.145,0.152,0.703,0.489,0.229,0.356,0.096,0.032,0.22,0.494,0.506
Seq_205,0.091,0.074,0.834,0.249,0.549,0.48,0.137,0.097,0.074,0.091,0.834,0.494,0.266,0.371,0.151,0.037,0.309,0.594,0.406
Seq_206,0.197,0.114,0.689,0.161,0.492,0.425,0.031,0.052,0.114,0.197,0.689,0.472,0.264,0.332,0.098,0.041,0.223,0.446,0.554
Seq_207,0.114,0.163,0.723,0.194,0.497,0.463,0.054,0.051,0.163,0.114,0.723,0.494,0.2,0.406,0.143,0.011,0.226,0.563,0.437
Seq_208,0.195,0.132,0.674,0.174,0.426,0.363,0.032,0.068,0.132,0.195,0.674,0.442,0.3,0.321,0.1,0.058,0.205,0.5,0.5
Seq_209,0.191,0.134,0.675,0.204,0.395,0.318,0.019,0.083,0.134,0.191,0.675,0.376,0.287,0.35,0.076,0.057,0.191,0.395,0.605
Seq_210,0.153,0.129,0.718,0.183,0.498,0.428,0.04,0.089,0.129,0.153,0.718,0.49,0.23,0.332,0.109,0.025,0.22,0.453,0.547
Seq_211,0.144,0.127,0.729,0.213,0.472,0.401,0.044,0.066,0.127,0.144,0.729,0.47,0.232,0.362,0.133,0.044,0.21,0.453,0.547
Seq_212,0.17,0.133,0.697,0.17,0.511,0.463,0.08,0.074,0.133,0.17,0.697,0.431,0.266,0.378,0.074,0.005,0.266,0.489,0.511
Seq_213,0.19,0.185,0.625,0.135,0.465,0.34,0.01,0.125,0.185,0.19,0.625,0.465,0.225,0.32,0.075,0.04,0.135,0.34,0.66
Seq_214,0.148,0.143,0.71,0.271,0.383,0.324,0.048,0.064,0.143,0.148,0.71,0.407,0.25,0.426,0.183,0.031,0.245,0.519,0.481
Seq_215,0.155,0.112,0.733,0.194,0.526,0.461,0.026,0.056,0.112,0.155,0.733,0.5,0.194,0.366,0.112,0.039,0.246,0.47,0.53
Seq_216,0.134,0.125,0.741,0.25,0.464,0.393,0.036,0.08,0.125,0.134,0.741,0.527,0.196,0.339,0.143,0.054,0.214,0.429,0.571
Seq_217,0.1,0.134,0.766,0.282,0.458,0.392,0.089,0.066,0.134,0.1,0.766,0.495,0.216,0.424,0.213,0.042,0.313,0.595,0.405
Seq_218,0.153,0.096,0.752,0.255,0.459,0.376,0.019,0.102,0.096,0.153,0.752,0.471,0.21,0.376,0.178,0.032,0.268,0.51,0.49
Seq_219,0.151,0.152,0.697,0.176,0.49,0.414,0.049,0.084,0.152,0.151,0.697,0.494,0.231,0.345,0.104,0.036,0.193,0.47,0.53
Seq_220,0.146,0.115,0.738,0.274,0.436,0.362,0.051,0.074,0.115,0.146,0.738,0.433,0.226,0.413,0.144,0.064,0.282,0.528,0.472
Seq_221,0.121,0.093,0.786,0.262,0.492,0.448,0.129,0.059,0.093,0.121,0.786,0.49,0.282,0.376,0.151,0.034,0.264,0.57,0.43
Seq_222,0.184,0.153,0.663,0.172,0.479,0.417,0.049,0.067,0.153,0.184,0.663,0.472,0.245,0.344,0.086,0.031,0.202,0.429,0.571
Seq_223,0.121,0.106,0.774,0.312,0.419,0.341,0.088,0.076,0.106,0.121,0.774,0.474,0.251,0.404,0.179,0.059,0.215,0.515,0.485
Seq_224,0.148,0.149,0.703,0.177,0.486,0.416,0.035,0.08,0.149,0.148,0.703,0.479,0.222,0.343,0.094,0.028,0.199,0.438,0.562
Seq_225,0.14,0.115,0.745,0.251,0.453,0.387,0.053,0.074,0.115,0.14,0.745,0.453,0.235,0.379,0.144,0.041,0.214,0.428,0.572
Seq_226,0.156,0.148,0.696,0.215,0.422,0.378,0.037,0.044,0.148,0.156,0.696,0.444,0.252,0.37,0.111,0.052,0.222,0.467,0.533
Seq_227,0.181,0.138,0.681,0.138,0.511,0.447,0.053,0.043,0.138,0.181,0.681,0.511,0.266,0.34,0.128,0.021,0.277,0.553,0.447
Seq_228,0.148,0.148,0.705,0.188,0.463,0.389,0.034,0.04,0.148,0.148,0.705,0.49,0.235,0.356,0.114,0.067,0.168,0.463,0.537
Seq_229,0.2,0.147,0.653,0.16,0.47,0.43,0.033,0.057,0.147,0.2,0.653,0.473,0.257,0.303,0.09,0.037,0.233,0.437,0.563
Seq_230,0.178,0.133,0.689,0.122,0.511,0.456,0.033,0.044,0.133,0.178,0.689,0.467,0.267,0.333,0.078,0.011,0.278,0.533,0.467
Seq_231,0.132,0.104,0.764,0.297,0.436,0.383,0.138,0.069,0.104,0.132,0.764,0.448,0.301,0.418,0.167,0.026,0.234,0.554,0.446
Seq_232,0.166,0.138,0.696,0.154,0.457,0.356,0.016,0.097,0.138,0.166,0.696,0.433,0.267,0.332,0.089,0.024,0.158,0.441,0.559
Seq_233,0.129,0.119,0.752,0.192,0.483,0.434,0.035,0.066,0.119,0.129,0.752,0.486,0.241,0.329,0.119,0.021,0.238,0.503,0.497
Seq_234,0.143,0.092,0.765,0.238,0.478,0.416,0.077,0.089,0.092,0.143,0.765,0.51,0.269,0.326,0.13,0.021,0.167,0.47,0.53
Seq_235,0.167,0.114,0.719,0.213,0.395,0.309,0.025,0.116,0.114,0.167,0.719,0.415,0.304,0.304,0.124,0.028,0.154,0.425,0.575
Seq_236,0.121,0.069,0.81,0.242,0.506,0.455,0.033,0.067,0.069,0.121,0.81,0.414,0.216,0.424,0.131,0.039,0.398,0.614,0.386
Seq_237,0.14,0.095,0.766,0.254,0.456,0.376,0.099,0.09,0.095,0.14,0.766,0.471,0.295,0.342,0.144,0.054,0.234,0.533,0.467
Seq_238,0.151,0.096,0.754,0.238,0.501,0.426,0.067,0.087,0.096,0.151,0.754,0.499,0.232,0.351,0.116,0.038,0.264,0.481,0.519
Seq_239,0.111,0.095,0.794,0.278,0.501,0.429,0.101,0.085,0.095,0.111,0.794,0.516,0.226,0.394,0.174,0.047,0.307,0.575,0.425
Seq_240,0.128,0.125,0.747,0.181,0.544,0.477,0.073,0.071,0.125,0.128,0.747,0.543,0.222,0.347,0.113,0.03,0.24,0.532,0.468
Seq_241,0.246,0.079,0.675,0.23,0.421,0.381,0.048,0.056,0.079,0.246,0.675,0.429,0.317,0.325,0.167,0.024,0.27,0.492,0.508
Seq_242,0.246,0.079,0.675,0.246,0.405,0.365,0.048,0.056,0.079,0.246,0.675,0.421,0.317,0.341,0.183,0.024,0.262,0.492,0.508
Seq_243,0.246,0.079,0.675,0.246,0.405,0.365,0.048,0.056,0.079,0.246,0.675,0.413,0.317,0.341,0.183,0.024,0.27,0.484,0.516
Seq_244,0.246,0.079,0.675,0.254,0.397,0.357,0.048,0.056,0.079,0.246,0.675,0.413,0.317,0.349,0.19,0.024,0.262,0.492,0.508
Seq_245,0.244,0.079,0.677,0.283,0.386,0.339,0.024,0.063,0.079,0.244,0.677,0.417,0.276,0.37,0.22,0.024,0.268,0.465,0.535
Seq_246,0.118,0.115,0.767,0.189,0.528,0.44,0.059,0.094,0.115,0.118,0.767,0.516,0.227,0.333,0.109,0.029,0.233,0.504,0.496
Seq_247,0.102,0.165,0.732,0.22,0.441,0.346,0.024,0.079,0.165,0.102,0.732,0.441,0.197,0.378,0.102,0.063,0.165,0.425,0.575
Seq_248,0.213,0.157,0.63,0.252,0.362,0.291,0.047,0.047,0.157,0.213,0.63,0.323,0.276,0.449,0.181,0.039,0.244,0.472,0.528
Seq_249,0.208,0.12,0.672,0.2,0.416,0.288,0.032,0.144,0.12,0.208,0.672,0.448,0.296,0.296,0.12,0.04,0.136,0.4,0.6
Seq_250,0.137,0.146,0.718,0.287,0.39,0.346,0.08,0.062,0.146,0.137,0.718,0.415,0.257,0.419,0.182,0.032,0.264,0.54,0.46
Seq_251,0.148,0.077,0.775,0.209,0.536,0.448,0.111,0.072,0.077,0.148,0.775,0.538,0.29,0.318,0.137,0.046,0.274,0.538,0.462
Seq_252,0.252,0.073,0.675,0.244,0.398,0.358,0.033,0.057,0.073,0.252,0.675,0.439,0.317,0.317,0.179,0.024,0.252,0.472,0.528
Seq_253,0.204,0.103,0.693,0.207,0.422,0.35,0.04,0.082,0.103,0.204,0.693,0.432,0.307,0.307,0.131,0.033,0.191,0.453,0.547
Seq_254,0.163,0.137,0.7,0.199,0.457,0.42,0.049,0.035,0.137,0.163,0.7,0.439,0.256,0.406,0.128,0.031,0.263,0.55,0.45
Seq_255,0.189,0.095,0.716,0.277,0.435,0.381,0.066,0.073,0.095,0.189,0.716,0.418,0.26,0.4,0.165,0.054,0.355,0.541,0.459
Seq_256,0.135,0.108,0.757,0.264,0.451,0.375,0.063,0.084,0.108,0.135,0.757,0.471,0.24,0.382,0.156,0.053,0.247,0.53,0.47
Seq_257,0.159,0.124,0.717,0.193,0.487,0.409,0.052,0.09,0.124,0.159,0.717,0.46,0.247,0.358,0.086,0.035,0.184,0.411,0.589
Seq_258,0.121,0.092,0.787,0.274,0.487,0.451,0.141,0.058,0.092,0.121,0.787,0.504,0.288,0.376,0.179,0.032,0.279,0.604,0.396
Seq_259,0.141,0.188,0.671,0.115,0.526,0.47,0.03,0.06,0.188,0.141,0.671,0.504,0.201,0.342,0.073,0.013,0.184,0.479,0.521
Seq_260,0.155,0.135,0.711,0.232,0.427,0.355,0.092,0.063,0.135,0.155,0.711,0.464,0.298,0.372,0.166,0.04,0.198,0.527,0.473
Seq_261,0.143,0.173,0.684,0.167,0.489,0.459,0.049,0.03,0.173,0.143,0.684,0.498,0.219,0.374,0.109,0.027,0.195,0.483,0.517
Seq_262,0.126,0.126,0.748,0.248,0.466,0.416,0.099,0.042,0.126,0.126,0.748,0.489,0.26,0.382,0.198,0.027,0.282,0.615,0.385
Seq_263,0.137,0.164,0.699,0.164,0.452,0.384,0.014,0.068,0.164,0.137,0.699,0.479,0.233,0.356,0.137,0.014,0.233,0.521,0.479
Seq_264,0.166,0.113,0.721,0.26,0.417,0.361,0.086,0.061,0.113,0.166,0.721,0.445,0.296,0.379,0.158,0.052,0.26,0.552,0.448
Seq_265,0.153,0.103,0.744,0.203,0.459,0.363,0.03,0.088,0.103,0.153,0.744,0.486,0.266,0.306,0.143,0.045,0.201,0.441,0.559
Seq_266,0.197,0.07,0.732,0.225,0.493,0.408,0.028,0.056,0.07,0.197,0.732,0.535,0.239,0.324,0.113,0.056,0.211,0.394,0.606
Seq_267,0.189,0.121,0.689,0.221,0.421,0.363,0.021,0.079,0.121,0.189,0.689,0.453,0.258,0.337,0.121,0.016,0.153,0.421,0.579
Seq_268,0.155,0.142,0.702,0.222,0.428,0.325,0.035,0.12,0.142,0.155,0.702,0.45,0.242,0.35,0.13,0.042,0.178,0.438,0.562
Seq_269,0.184,0.146,0.67,0.189,0.465,0.411,0.0,0.038,0.146,0.184,0.67,0.449,0.2,0.405,0.124,0.027,0.227,0.47,0.53
Seq_270,0.118,0.073,0.809,0.284,0.492,0.426,0.12,0.071,0.073,0.118,0.809,0.503,0.271,0.386,0.202,0.035,0.29,0.605,0.395
Seq_271,0.148,0.157,0.694,0.127,0.546,0.489,0.052,0.079,0.157,0.148,0.694,0.493,0.223,0.328,0.079,0.017,0.21,0.459,0.541
Seq_272,0.174,0.123,0.704,0.162,0.519,0.442,0.048,0.063,0.123,0.174,0.704,0.519,0.245,0.319,0.094,0.046,0.217,0.462,0.538
Seq_273,0.159,0.166,0.675,0.169,0.452,0.364,0.034,0.097,0.166,0.159,0.675,0.438,0.248,0.347,0.097,0.028,0.206,0.455,0.545
Seq_274,0.14,0.126,0.734,0.194,0.511,0.439,0.054,0.079,0.126,0.14,0.734,0.46,0.223,0.378,0.122,0.032,0.255,0.543,0.457
Seq_275,0.175,0.131,0.694,0.186,0.475,0.399,0.0,0.044,0.131,0.175,0.694,0.437,0.208,0.388,0.12,0.044,0.24,0.481,0.519
Seq_276,0.162,0.129,0.709,0.184,0.498,0.44,0.061,0.07,0.129,0.162,0.709,0.502,0.251,0.326,0.09,0.031,0.225,0.487,0.513
Seq_277,0.154,0.158,0.688,0.164,0.495,0.427,0.043,0.075,0.158,0.154,0.688,0.493,0.226,0.339,0.087,0.027,0.186,0.432,0.568
Seq_278,0.139,0.114,0.747,0.226,0.485,0.418,0.063,0.061,0.114,0.139,0.747,0.496,0.238,0.344,0.12,0.061,0.238,0.494,0.506
Seq_279,0.176,0.139,0.685,0.241,0.426,0.352,0.056,0.111,0.139,0.176,0.685,0.407,0.25,0.361,0.102,0.056,0.185,0.417,0.583
Seq_280,0.165,0.153,0.682,0.13,0.537,0.485,0.056,0.068,0.153,0.165,0.682,0.487,0.235,0.339,0.071,0.017,0.226,0.459,0.541
Seq_281,0.176,0.13,0.694,0.213,0.454,0.407,0.037,0.028,0.13,0.176,0.694,0.463,0.241,0.361,0.111,0.028,0.213,0.398,0.602
Seq_282,0.145,0.089,0.766,0.257,0.484,0.429,0.128,0.064,0.089,0.145,0.766,0.489,0.298,0.379,0.178,0.041,0.304,0.598,0.402
Seq_283,0.147,0.175,0.678,0.181,0.475,0.418,0.045,0.068,0.175,0.147,0.678,0.503,0.215,0.35,0.124,0.023,0.175,0.452,0.548
Seq_284,0.173,0.145,0.682,0.166,0.443,0.37,0.028,0.066,0.145,0.173,0.682,0.433,0.273,0.329,0.128,0.035,0.183,0.446,0.554
Seq_285,0.159,0.148,0.692,0.247,0.44,0.341,0.027,0.115,0.148,0.159,0.692,0.451,0.192,0.396,0.154,0.033,0.192,0.368,0.632
Seq_286,0.127,0.115,0.758,0.159,0.573,0.515,0.05,0.056,0.115,0.127,0.758,0.531,0.203,0.358,0.099,0.024,0.276,0.541,0.459
Seq_287,0.214,0.084,0.702,0.298,0.382,0.351,0.038,0.053,0.084,0.214,0.702,0.443,0.275,0.374,0.229,0.015,0.305,0.519,0.481
Seq_288,0.118,0.094,0.787,0.233,0.477,0.404,0.087,0.052,0.094,0.118,0.787,0.491,0.282,0.352,0.139,0.049,0.233,0.519,0.481
Seq_289,0.186,0.148,0.666,0.217,0.409,0.349,0.077,0.077,0.148,0.186,0.666,0.443,0.303,0.347,0.14,0.031,0.198,0.463,0.537
Seq_290,0.125,0.088,0.787,0.275,0.449,0.375,0.083,0.079,0.088,0.125,0.787,0.461,0.271,0.38,0.19,0.042,0.262,0.56,0.44
Seq_291,0.166,0.091,0.743,0.248,0.45,0.401,0.068,0.062,0.091,0.166,0.743,0.443,0.28,0.365,0.16,0.023,0.316,0.524,0.476
Seq_292,0.109,0.078,0.813,0.1,0.702,0.671,0.064,0.031,0.078,0.109,0.813,0.345,0.184,0.546,0.064,0.017,0.598,0.754,0.246
Seq_293,0.152,0.14,0.709,0.162,0.513,0.443,0.056,0.051,0.14,0.152,0.709,0.492,0.241,0.346,0.104,0.043,0.221,0.475,0.525
Seq_294,0.194,0.181,0.625,0.275,0.306,0.269,0.031,0.044,0.181,0.194,0.625,0.312,0.269,0.456,0.169,0.019,0.25,0.469,0.531
Seq_295,0.179,0.132,0.689,0.216,0.425,0.353,0.095,0.066,0.132,0.179,0.689,0.441,0.322,0.353,0.136,0.039,0.167,0.445,0.555
Seq_296,0.109,0.101,0.79,0.229,0.498,0.389,0.043,0.087,0.101,0.109,0.79,0.415,0.215,0.43,0.135,0.058,0.314,0.572,0.428
Seq_297,0.142,0.164,0.694,0.224,0.423,0.363,0.071,0.057,0.164,0.142,0.694,0.473,0.26,0.395,0.181,0.018,0.199,0.541,0.459
Seq_298,0.162,0.116,0.722,0.233,0.431,0.364,0.061,0.092,0.116,0.162,0.722,0.485,0.28,0.328,0.134,0.032,0.162,0.463,0.537
Seq_299,0.231,0.111,0.657,0.148,0.426,0.343,0.028,0.102,0.111,0.231,0.657,0.407,0.343,0.278,0.093,0.019,0.157,0.426,0.574
Seq_300,0.165,0.108,0.727,0.177,0.49,0.425,0.056,0.056,0.108,0.165,0.727,0.431,0.281,0.385,0.13,0.017,0.295,0.595,0.405
Seq_301,0.151,0.125,0.723,0.18,0.479,0.43,0.058,0.046,0.125,0.151,0.723,0.412,0.273,0.404,0.132,0.014,0.301,0.62,0.38
Seq_302,0.182,0.061,0.758,0.167,0.53,0.515,0.038,0.03,0.061,0.182,0.758,0.462,0.28,0.311,0.098,0.008,0.311,0.515,0.485
Seq_303,0.182,0.061,0.758,0.167,0.53,0.515,0.038,0.03,0.061,0.182,0.758,0.462,0.28,0.311,0.098,0.008,0.311,0.515,0.485
Seq_304,0.113,0.089,0.798,0.293,0.449,0.376,0.097,0.057,0.089,0.113,0.798,0.465,0.266,0.42,0.204,0.035,0.303,0.619,0.381
Seq_305,0.262,0.068,0.67,0.146,0.505,0.466,0.01,0.058,0.068,0.262,0.67,0.408,0.291,0.34,0.087,0.019,0.252,0.466,0.534
Seq_306,0.225,0.07,0.705,0.132,0.527,0.512,0.039,0.031,0.07,0.225,0.705,0.457,0.31,0.279,0.07,0.008,0.279,0.481,0.519
Seq_307,0.231,0.069,0.7,0.138,0.515,0.5,0.038,0.031,0.069,0.231,0.7,0.446,0.315,0.292,0.077,0.008,0.269,0.469,0.531
Seq_308,0.208,0.069,0.723,0.162,0.515,0.5,0.038,0.031,0.069,0.208,0.723,0.454,0.292,0.315,0.1,0.008,0.285,0.5,0.5
Seq_309,0.164,0.106,0.731,0.228,0.458,0.356,0.039,0.103,0.106,0.164,0.731,0.486,0.247,0.325,0.144,0.042,0.203,0.422,0.578
Seq_310,0.142,0.132,0.726,0.221,0.426,0.362,0.046,0.066,0.132,0.142,0.726,0.451,0.268,0.354,0.147,0.031,0.176,0.465,0.535
Seq_311,0.17,0.178,0.652,0.121,0.496,0.417,0.038,0.091,0.178,0.17,0.652,0.508,0.242,0.292,0.061,0.027,0.148,0.398,0.602
Seq_312,0.174,0.146,0.681,0.249,0.404,0.329,0.056,0.07,0.146,0.174,0.681,0.46,0.258,0.38,0.164,0.052,0.211,0.437,0.563
Seq_313,0.163,0.131,0.706,0.237,0.426,0.353,0.032,0.087,0.131,0.163,0.706,0.451,0.237,0.364,0.144,0.043,0.223,0.472,0.528
Seq_314,0.153,0.142,0.705,0.173,0.478,0.408,0.028,0.076,0.142,0.153,0.705,0.456,0.235,0.379,0.117,0.025,0.213,0.501,0.499
Seq_315,0.171,0.144,0.685,0.207,0.435,0.375,0.033,0.048,0.144,0.171,0.685,0.435,0.246,0.39,0.138,0.024,0.213,0.456,0.544
Seq_316,0.147,0.134,0.719,0.165,0.482,0.415,0.022,0.089,0.134,0.147,0.719,0.455,0.241,0.33,0.094,0.022,0.179,0.446,0.554
Seq_317,0.159,0.12,0.721,0.209,0.461,0.38,0.019,0.074,0.12,0.159,0.721,0.481,0.229,0.337,0.136,0.047,0.213,0.45,0.55
Seq_318,0.226,0.161,0.613,0.177,0.411,0.363,0.032,0.056,0.161,0.226,0.613,0.419,0.282,0.379,0.121,0.016,0.194,0.395,0.605
Seq_319,0.103,0.06,0.836,0.382,0.427,0.396,0.05,0.021,0.06,0.103,0.836,0.446,0.181,0.494,0.164,0.031,0.26,0.516,0.484
Seq_320,0.146,0.118,0.737,0.184,0.49,0.418,0.045,0.079,0.118,0.146,0.737,0.501,0.253,0.321,0.105,0.024,0.214,0.49,0.51
Seq_321,0.195,0.095,0.71,0.176,0.488,0.412,0.06,0.074,0.095,0.195,0.71,0.481,0.3,0.288,0.105,0.043,0.214,0.44,0.56
Seq_322,0.125,0.106,0.77,0.267,0.462,0.391,0.046,0.09,0.106,0.125,0.77,0.5,0.211,0.363,0.151,0.044,0.202,0.491,0.509
Seq_323,0.096,0.117,0.787,0.128,0.617,0.5,0.043,0.085,0.117,0.096,0.787,0.596,0.181,0.319,0.096,0.043,0.191,0.511,0.489
Seq_324,0.149,0.127,0.724,0.224,0.47,0.396,0.06,0.078,0.127,0.149,0.724,0.451,0.239,0.392,0.175,0.03,0.31,0.575,0.425
Seq_325,0.105,0.213,0.682,0.206,0.35,0.308,0.021,0.049,0.213,0.105,0.682,0.399,0.252,0.444,0.147,0.014,0.157,0.542,0.458
Seq_326,0.161,0.147,0.692,0.184,0.495,0.385,0.064,0.094,0.147,0.161,0.692,0.498,0.237,0.334,0.094,0.06,0.174,0.385,0.615
Seq_327,0.148,0.154,0.697,0.187,0.462,0.399,0.03,0.077,0.154,0.148,0.697,0.47,0.227,0.355,0.118,0.023,0.188,0.471,0.529
Seq_328,0.16,0.111,0.729,0.184,0.493,0.414,0.026,0.064,0.111,0.16,0.729,0.487,0.239,0.327,0.117,0.047,0.245,0.504,0.496
Seq_329,0.173,0.13,0.697,0.231,0.402,0.319,0.029,0.092,0.13,0.173,0.697,0.418,0.265,0.375,0.16,0.036,0.207,0.47,0.53
Seq_330,0.197,0.115,0.688,0.211,0.447,0.379,0.051,0.062,0.115,0.197,0.688,0.438,0.278,0.34,0.107,0.048,0.197,0.444,0.556
Seq_331,0.219,0.119,0.662,0.264,0.368,0.305,0.053,0.085,0.119,0.219,0.662,0.38,0.302,0.388,0.13,0.058,0.239,0.454,0.546
Seq_332,0.136,0.104,0.76,0.2,0.56,0.516,0.074,0.059,0.104,0.136,0.76,0.531,0.21,0.365,0.136,0.02,0.323,0.58,0.42
Seq_333,0.128,0.109,0.762,0.201,0.533,0.458,0.086,0.08,0.109,0.128,0.762,0.51,0.243,0.362,0.123,0.027,0.249,0.534,0.466
Seq_334,0.133,0.119,0.748,0.133,0.587,0.539,0.078,0.055,0.119,0.133,0.748,0.559,0.238,0.309,0.082,0.018,0.267,0.543,0.457
Seq_335,0.197,0.118,0.685,0.268,0.362,0.268,0.039,0.11,0.118,0.197,0.685,0.386,0.291,0.37,0.165,0.039,0.165,0.37,0.63
Seq_336,0.206,0.084,0.71,0.298,0.389,0.359,0.038,0.053,0.084,0.206,0.71,0.443,0.267,0.374,0.229,0.015,0.305,0.527,0.473
